0;24146;29052;33758
1;22682;28323;33468
2;22517;27773;33079
3;22067;27271;32567
4;21437;26862;31773
5;21045;26566;30749
6;21045;26270;30667
7;21045;25882;30565
8;21045;25680;31130
9;21045;25488;31490
10;21045;25224;29304
11;20972;25006;29744
12;20207;24723;30921
13;19509;24643;29902
14;18756;24371;29641
15;18756;24291;29274
16;18756;24072;28987
17;18756;23779;28604
18;18756;23579;28338
19;18756;23460;28205
20;18756;23377;28729
21;18756;23227;28492
22;18756;23053;28598
23;18388;22814;27645
24;18388;22707;27373
25;18014;22612;27594
26;18014;22323;26735
27;17974;22178;27585
28;17292;21998;26538
29;17292;21872;27702
30;17250;21767;28229
31;17250;21681;26709
32;17250;21462;25683
33;17159;21374;27383
34;17159;21191;27259
35;17159;21199;26200
36;17159;20969;27120
37;17159;20841;27055
38;16415;20745;25104
39;16415;20658;26659
40;16415;20506;26045
41;16415;20372;25535
42;16415;20343;25923
43;16415;20319;25199
44;16415;20323;25264
45;16415;20290;26290
46;16415;20239;25036
47;16415;20152;24860
48;16275;20072;26201
49;15969;20082;26946
50;15969;19882;25549
51;15969;19852;24698
52;15969;19853;24244
53;15969;19888;24520
54;15969;19970;23833
55;15969;20034;25939
56;15969;19959;25906
57;15969;19964;24644
58;15969;19937;25363
59;15969;19950;25020
60;15969;19867;24875
61;15767;19748;24522
62;15767;19715;24496
63;15767;19613;25283
64;15767;19546;24959
65;15767;19528;24598
66;15767;19430;23958
67;15767;19402;25800
68;15767;19285;24203
69;15767;19165;23509
70;15767;19116;23982
71;15686;19117;23864
72;15264;19071;23234
73;15264;19001;24106
74;15264;18813;22792
75;15092;18643;22737
76;15092;18603;23674
77;15092;18510;23745
78;15092;18384;23003
79;15038;18276;22514
80;14912;18163;22282
81;14772;18162;23377
82;14772;17999;22500
83;14666;17881;22238
84;14666;17720;22408
85;14655;17677;22453
86;14628;17534;21682
87;14628;17457;21825
88;14628;17387;21286
89;14408;17331;20677
90;13673;17255;21095
91;13673;17241;21919
92;13673;17150;22185
93;13673;17110;21541
94;13673;17063;22404
95;13673;17000;21074
96;13673;17003;20496
97;13673;16953;20540
98;13673;16908;20694
99;13673;16825;21102
100;13673;16791;21150
101;13673;16747;20824
102;13673;16628;19910
103;13673;16458;19973
104;13673;16378;20772
105;13646;16230;19809
106;13646;16137;21160
107;13002;16207;20379
108;13002;16181;19665
109;13002;16115;19476
110;13002;16012;19715
111;13002;15951;19959
112;13002;15897;20028
113;13002;15864;20691
114;13002;15834;19653
115;13002;15794;20371
116;13002;15731;20356
117;12956;15704;20311
118;12956;15631;20078
119;12956;15541;20964
120;12956;15536;19168
121;12956;15510;20047
122;12956;15533;19748
123;12956;15534;20052
124;12956;15540;18882
125;12956;15607;19701
126;12956;15570;19887
127;12956;15564;19233
128;12885;15619;19851
129;12885;15626;20253
130;12885;15712;19753
131;12885;15802;19787
132;12885;15881;20371
133;12885;15913;20085
134;12557;15869;19823
135;12557;15849;19741
136;12557;15800;19310
137;12557;15712;19094
138;12557;15668;19617
139;12557;15603;19684
140;12557;15485;19367
141;12557;15343;20103
142;12557;15233;18805
143;12557;15135;18690
144;12229;15132;18754
145;12229;15086;18248
146;12229;15120;19616
147;12229;15040;20103
148;12229;15124;18997
149;12229;15066;18865
150;12229;14991;20260
151;12229;15014;18910
152;12229;14958;18394
153;12229;14915;18811
154;12229;14919;19621
155;12229;15044;19220
156;12229;15007;18863
157;12229;14952;20156
158;12229;14897;18906
159;12229;14793;18504
160;12229;14741;18083
161;12229;14670;17664
162;12229;14701;18151
163;12229;14695;20124
164;12229;14726;18185
165;12229;14652;17957
166;12229;14647;18849
167;12063;14617;18288
168;12063;14635;18542
169;12063;14560;18181
170;12063;14489;18531
171;12063;14551;18147
172;12063;14538;18625
173;12037;14508;20104
174;12037;14449;19324
175;12037;14370;17992
176;12037;14465;18146
177;12037;14428;18306
178;12037;14349;19379
179;11767;14370;18356
180;11767;14302;17444
181;11767;14224;19011
182;11767;14197;18630
183;11767;14235;19002
184;11767;14252;18631
185;11767;14203;18486
186;11767;14084;18467
187;11603;13916;17718
188;11603;13818;18352
189;11603;13696;17595
190;11603;13596;18861
191;11492;13509;16476
192;11492;13486;16393
193;11492;13450;16292
194;11492;13406;16663
195;11492;13358;16035
196;11492;13369;17676
197;11492;13333;19182
198;11254;13332;17587
199;11254;13229;17002
200;11254;13210;16903
201;11254;13161;17485
202;11254;13093;15749
203;11254;13029;16600
204;11254;12937;16178
205;11254;12902;16336
206;11254;12797;16720
207;11254;12788;16943
208;11254;12793;16442
209;11254;12716;16666
210;11092;12631;16141
211;11092;12563;16709
212;11092;12560;16144
213;11092;12559;16022
214;10882;12524;15928
215;10882;12464;16542
216;10762;12456;16789
217;10762;12501;15890
218;10762;12470;16687
219;10762;12428;15981
220;10762;12459;15957
221;10762;12510;16806
222;10762;12453;16782
223;10762;12404;15664
224;10762;12415;15907
225;10762;12435;16013
226;10709;12414;15616
227;10709;12419;16941
228;10709;12443;15657
229;10709;12442;16947
230;10709;12384;16819
231;10553;12345;16002
232;10553;12309;15962
233;10553;12287;15437
234;10553;12292;15615
235;10553;12251;15512
236;10412;12305;16651
237;10412;12315;18288
238;10412;12247;16124
239;10412;12159;15304
240;10412;12150;15102
241;10412;12064;15411
242;10412;12054;15618
243;10412;12072;15310
244;10412;12070;16963
245;10412;12018;15825
246;10412;12048;16574
247;10412;11990;16171
248;10334;11951;15118
249;10334;11929;15064
250;10334;11901;15687
251;10334;11931;15772
252;10334;11829;15504
253;10334;11800;15332
254;10334;11787;16117
255;10334;11739;15247
256;10334;11694;15278
257;10334;11643;15566
258;10334;11643;15201
259;10334;11570;14942
260;10223;11494;15746
261;10223;11464;15094
262;10223;11397;14628
263;10212;11370;14995
264;9930;11316;14642
265;9930;11286;14338
266;9930;11221;15074
267;9930;11192;13948
268;9930;11160;14505
269;9930;11077;14735
270;9930;11034;14718
271;9930;11001;14522
272;9930;10946;14512
273;9856;10906;14656
274;9837;10860;13848
275;9837;10802;13722
276;9837;10775;14498
277;9837;10716;13213
278;9825;10659;13971
279;9825;10648;14314
280;9825;10595;14888
281;9825;10527;14899
282;9796;10446;13758
283;9785;10426;14412
284;9652;10381;13371
285;9652;10393;14459
286;9647;10383;14675
287;9645;10345;14272
288;9591;10313;12634
289;9508;10302;13167
290;9508;10301;13915
291;9293;10277;15767
292;9293;10245;14063
293;9293;10213;14491
294;9293;10208;14157
295;9293;10173;14347
296;9293;10143;13636
297;9293;10164;14644
298;9293;10118;13690
299;9293;10053;13787
300;9293;9980;13477
301;9293;9889;12785
302;9293;9874;12751
303;9293;9838;12855
304;9293;9833;14733
305;9293;9798;13151
306;9293;9745;13216
307;9293;9807;13886
308;9293;9764;12849
309;9293;9736;13227
310;9293;9779;13696
311;9293;9712;12904
312;9293;9739;13881
313;9293;9743;15203
314;9293;9745;14826
315;9246;9684;13338
316;9246;9673;13752
317;9246;9612;14067
318;9246;9606;14303
319;9246;9625;13116
320;9246;9657;12823
321;9246;9619;12919
322;9246;9648;12585
323;9242;9680;14454
324;9237;9632;13742
325;9236;9619;12819
326;9236;9604;12784
327;9171;9619;13629
328;9171;9657;13769
329;9171;9654;13207
330;9171;9659;14827
331;9157;9619;13185
332;9134;9634;14271
333;8980;9624;13399
334;8980;9590;12721
335;8980;9576;12802
336;8980;9524;14155
337;8980;9566;12434
338;8980;9567;15004
339;8980;9524;13167
340;8980;9521;12586
341;8980;9514;12227
342;8980;9514;12390
343;8980;9481;12800
344;8980;9424;12144
345;8980;9438;12739
346;8980;9404;12905
347;8980;9379;13642
348;8980;9389;13723
349;8980;9389;13093
350;8980;9334;12551
351;8980;9329;14601
352;8980;9301;11971
353;8980;9347;13895
354;8980;9306;12299
355;8980;9285;12509
356;8980;9272;13277
357;8980;9309;12464
358;8976;9267;12118
359;8976;9322;13392
360;8889;9272;12803
361;8889;9273;13529
362;8889;9267;13003
363;8889;9286;13244
364;8889;9258;11950
365;8877;9238;11790
366;8877;9217;12696
367;8877;9143;11742
368;8877;9164;11968
369;8877;9173;12578
370;8877;9182;13061
371;8877;9156;13335
372;8877;9133;12248
373;8877;9156;12253
374;8877;9176;13108
375;8877;9183;12929
376;8877;9169;13116
377;8877;9195;13084
378;8877;9218;13126
379;8877;9245;13145
380;8877;9205;13078
381;8877;9241;11910
382;8877;9284;12389
383;8877;9227;12281
384;8747;9222;11812
385;8744;9186;12028
386;8730;9159;12256
387;8730;9159;11999
388;8730;9112;12677
389;8730;9126;12802
390;8730;9128;13625
391;8730;9140;13320
392;8729;9141;12494
393;8729;9107;12874
394;8729;9124;12766
395;8726;9128;13211
396;8726;9087;13118
397;8726;9016;13118
398;8676;8984;12899
399;8676;8970;12648
400;8676;8918;12061
401;8676;8905;11883
402;8676;8913;13319
403;8676;8884;13409
404;8676;8893;12383
405;8545;8880;11559
406;8545;8871;12377
407;8545;8897;12477
408;8545;8891;11595
409;8530;8861;13411
410;8530;8882;11600
411;8530;8922;12009
412;8530;8918;12352
413;8530;8924;12330
414;8530;8973;12976
415;8530;8952;12798
416;8530;8951;12566
417;8530;8938;13833
418;8530;8952;12662
419;8530;8979;11945
420;8530;8938;12994
421;8530;8902;11628
422;8530;8877;12155
423;8530;8853;12677
424;8530;8833;12615
425;8530;8853;12254
426;8530;8828;11588
427;8530;8834;12135
428;8530;8824;13068
429;8530;8819;12616
430;8530;8821;12253
431;8530;8832;11306
432;8530;8846;12382
433;8530;8848;13101
434;8530;8855;11514
435;8487;8884;12296
436;8487;8910;12442
437;8487;8850;12738
438;8487;8850;11645
439;8487;8825;11558
440;8487;8846;11465
441;8487;8844;12062
442;8487;8831;11675
443;8487;8848;12464
444;8487;8895;11832
445;8487;8864;12116
446;8487;8883;13098
447;8487;8835;11111
448;8487;8813;12413
449;8487;8857;11939
450;8487;8810;12058
451;8487;8887;13059
452;8487;8891;12338
453;8487;8853;12410
454;8487;8827;12532
455;8487;8828;12419
456;8487;8839;11633
457;8487;8817;11601
458;8487;8865;12531
459;8487;8855;13684
460;8487;8819;11748
461;8487;8845;12347
462;8487;8869;12360
463;8487;8831;12503
464;8487;8806;12897
465;8487;8832;12920
466;8487;8883;13704
467;8487;8872;14278
468;8487;8873;13351
469;8487;8854;11559
470;8487;8834;11897
471;8487;8862;12594
472;8487;8810;11966
473;8487;8868;12086
474;8487;8838;13218
475;8487;8808;11599
476;8487;8793;11759
477;8487;8816;11701
478;8487;8894;12618
479;8487;8870;12466
480;8487;8833;12008
481;8487;8857;12336
482;8487;8861;13487
483;8487;8825;11227
484;8487;8856;13341
485;8487;8877;11905
486;8487;8870;11903
487;8487;8861;12797
488;8487;8855;12827
489;8487;8875;12801
490;8487;8850;12345
491;8487;8815;12169
492;8487;8818;11700
493;8487;8885;13593
494;8487;8882;11827
495;8487;8877;12588
496;8487;8862;12173
497;8487;8880;11696
498;8487;8872;11981
499;8487;8896;12029
500;8487;8941;12101
501;8487;8952;12090
502;8487;9031;12235
503;8487;9110;12940
504;8455;9106;13173
505;8453;9080;12788
506;8453;9080;13418
507;8453;9035;13982
508;8453;8941;13165
509;8453;8882;15518
510;8453;8903;13403
511;8453;8880;12546
512;8453;8862;13642
513;8453;8801;11196
514;8453;8802;12212
515;8453;8844;13588
516;8453;8859;12774
517;8453;8808;12406
518;8453;8804;13193
519;8453;8776;11369
520;8453;8764;11521
521;8453;8769;11392
522;8453;8797;11692
523;8453;8805;12747
524;8453;8823;12677
525;8453;8830;14214
526;8453;8848;11794
527;8453;8852;11882
528;8453;8914;13846
529;8453;8867;12931
530;8453;8835;11689
531;8453;8850;11584
532;8453;8877;12666
533;8453;8921;12478
534;8453;8932;13007
535;8453;8968;12622
536;8453;8957;12072
537;8451;8940;12895
538;8451;8982;12724
539;8351;9015;13012
540;8349;9012;13304
541;8349;8919;12162
542;8288;8855;12100
543;8198;8859;14070
544;8198;8825;13699
545;8198;8738;13344
546;8198;8694;12000
547;8198;8649;11961
