gen;best;avg;worst
434;8724;9153;12021
435;8724;9176;12835
436;8724;9111;11678
437;8724;9095;12632
438;8724;9057;11425
439;8724;9061;12231
440;8724;9080;12495
441;8724;9050;12153
442;8724;9091;12811
443;8724;9057;12334
444;8724;9088;11826
445;8724;9100;12513
446;8724;9041;11987
447;8724;9077;12108
448;8724;9079;11790
449;8724;9066;11564
450;8724;9027;12965
451;8724;9028;12050
452;8724;9000;11089
453;8724;9023;11215
454;8724;9051;11940
455;8724;9056;11254
456;8724;9067;12920
457;8724;9006;12459
458;8724;9033;11417
459;8724;9045;12225
460;8724;9021;11327
461;8724;9017;11279
462;8724;9030;11224
463;8724;9047;11836
464;8724;9044;12925
465;8724;9029;13020
466;8724;8997;10916
467;8724;9002;11400
468;8724;9034;11594
469;8724;9031;11888
470;8724;9053;13229
471;8724;9096;11773
472;8724;9090;12152
473;8724;9104;12396
474;8724;9159;12826
475;8724;9142;12552
476;8724;9146;12203
477;8724;9144;12445
478;8724;9135;13754
479;8724;9103;12190
480;8724;9112;12065
481;8724;9150;12803
482;8724;9209;12609
483;8724;9198;12356
484;8724;9199;12178
485;8691;9250;13270
486;8688;9214;12814
487;8688;9176;12715
488;8543;9212;12655
489;8543;9195;12286
490;8543;9125;11723
491;8543;9081;12322
492;8543;9055;12088
493;8543;8993;12576
494;8543;8954;13686
495;8543;8937;12412
496;8543;8919;11710
497;8543;8895;11297
498;8543;8888;11596
499;8543;8827;11121
500;8543;8836;12642
501;8543;8840;13105
502;8543;8795;10880
503;8543;8815;11904
504;8543;8797;12234
505;8543;8853;12306
506;8531;8814;11907
507;8531;8717;11453
508;8531;8720;11453
509;8531;8755;12510
510;8531;8668;10928
511;8531;8677;11438
512;8499;8718;11286
513;8499;8740;11631
514;8499;8683;12394
515;8470;8625;11683
516;8470;8664;11940
517;8470;8667;11536
518;8470;8645;11117
519;8470;8675;12448
520;8470;8673;11844
521;8470;8678;11953
522;8470;8693;11412
523;8470;8675;11139
524;8470;8678;11425
525;8470;8700;11985
526;8291;8712;11223
527;8291;8678;11024
528;8291;8674;10969
529;8291;8686;11715
530;8291;8751;11910
531;8291;8724;12211
532;8291;8757;12034
533;8277;8670;12025
534;8277;8701;11664
535;8277;8673;11271
536;8276;8649;12111
537;8276;8585;11104
538;8276;8587;12364
539;8276;8531;10525
540;8276;8553;12410
541;8238;8483;11559
542;8238;8502;11503
543;8238;8472;11537
544;8238;8440;10992
545;8238;8435;10935
546;8238;8451;11962
547;8238;8450;11976
548;8238;8396;10522
549;8238;8442;11275
550;8238;8447;11493
551;8238;8405;11218
552;8238;8458;10995
553;8238;8493;12421
554;8238;8398;10586
555;8238;8389;12687
556;8208;8402;11948
557;8208;8370;12372
558;8208;8368;11301
559;8208;8349;10911
560;8208;8432;11195
561;8208;8419;11118
562;8208;8357;10862
563;8208;8366;11201
564;8208;8382;10974
565;8208;8361;11743
566;8208;8425;11246
567;8208;8365;10594
568;8208;8348;10142
569;8208;8398;11625
570;8208;8414;11552
571;8208;8354;11305
572;8208;8362;10816
573;8208;8368;11603
574;8208;8374;11693
575;8208;8351;12195
576;8208;8364;11361
577;8208;8335;11246
578;8208;8351;12110
579;8208;8378;11562
580;8208;8385;11715
581;8208;8407;12933
582;8208;8358;11062
583;8208;8386;12529
584;8208;8396;13046
585;8208;8418;11116
586;8208;8396;10819
587;8208;8363;11653
588;8208;8359;11784
589;8208;8346;11952
590;8208;8337;10953
591;8208;8324;10282
592;8208;8333;10949
593;8208;8431;11678
594;8208;8356;10706
595;8208;8382;12073
596;8208;8369;10665
597;8208;8407;12275
598;8208;8367;11144
599;8208;8355;12674
600;8208;8336;10767
601;8208;8349;11772
602;8208;8363;10922
603;8208;8305;10326
604;8208;8337;11494
605;8208;8326;11426
606;8208;8325;10775
607;8208;8324;11245
608;8208;8336;10849
609;8208;8344;11148
610;8208;8413;11798
611;8208;8330;12386
612;8208;8362;11786
613;8208;8331;10949
614;8208;8409;11742
615;8208;8328;10946
616;8208;8344;10913
617;8208;8328;11101
618;8208;8344;11153
619;8208;8348;11707
620;8208;8365;11931
621;8208;8335;11099
622;8208;8301;10537
623;8208;8316;10364
624;8208;8354;12285
625;8208;8416;11466
626;8208;8386;11547
627;8208;8375;11038
628;8208;8354;11221
629;8208;8343;10985
630;8208;8357;11661
631;8208;8347;11005
632;8208;8319;11552
633;8208;8323;11213
634;8208;8292;10721
635;8208;8335;10952
636;8208;8344;10296
637;8208;8369;10835
638;8208;8342;10692
639;8208;8354;11298
640;8208;8419;11830
641;8208;8376;11701
642;8208;8342;11247
643;8208;8360;11608
644;8208;8330;10519
645;8208;8377;11819
646;8208;8402;11483
647;8208;8356;10871
648;8208;8322;11231
649;8208;8327;10567
650;8208;8327;10528
651;8208;8328;11177
652;8208;8298;10438
653;8208;8347;10677
654;8208;8343;10549
655;8208;8382;12756
656;8208;8333;11541
657;8208;8380;11686
658;8208;8411;10885
659;8208;8393;11673
660;8208;8393;13080
661;8208;8358;11119
662;8208;8334;10692
663;8208;8409;11643
664;8208;8444;11448
665;8208;8388;11253
666;8208;8372;11579
667;8208;8355;12162
668;8208;8325;11256
669;8208;8304;11186
670;8208;8335;11075
671;8208;8348;10566
672;8208;8387;11483
673;8208;8374;11144
674;8208;8441;11869
675;8208;8419;11993
676;8208;8362;11964
677;8208;8349;10819
678;8208;8360;11053
679;8208;8342;10915
680;8208;8352;11118
681;8208;8349;11630
682;8208;8424;12445
683;8208;8431;12090
684;8208;8399;11843
685;8208;8375;11765
686;8208;8370;11267
687;8208;8416;12576
688;8208;8388;10856
689;8208;8406;13149
690;8208;8381;11876
691;8208;8316;11688
692;8208;8308;10483
693;8208;8304;10913
694;8208;8357;12171
695;8208;8373;11102
696;8208;8337;11270
697;8208;8376;11510
698;8208;8444;13025
699;8208;8415;12100
700;8208;8358;10744
701;8208;8393;11411
702;8208;8409;11695
703;8208;8411;12227
704;8208;8343;10716
705;8208;8318;11071
706;8208;8331;10318
707;8208;8367;11412
708;8208;8340;11315
709;8208;8431;14057
710;8208;8407;13945
711;8208;8389;12417
712;8208;8399;11245
713;8208;8364;12073
714;8208;8338;11633
715;8208;8388;11984
716;8208;8348;12126
717;8208;8392;11453
718;8208;8373;11758
719;8208;8340;11958
720;8208;8378;11584
721;8208;8406;11641
722;8208;8412;11564
723;8208;8424;10953
724;8208;8380;11068
725;8208;8404;12198
726;8208;8367;12400
727;8208;8351;12105
728;8208;8304;11402
729;8208;8358;11161
730;8208;8346;12061
731;8208;8375;11808
732;8208;8334;10859
733;8208;8400;12874
734;8203;8351;11062
735;8203;8321;10819
736;8203;8334;11338
737;8203;8292;11451
738;8203;8318;10887
739;8203;8316;11507
740;8203;8296;10602
741;8203;8322;10721
742;8203;8397;11705
743;8203;8433;13200
744;8203;8350;10720
745;8203;8324;10719
746;8203;8374;11719
747;8203;8358;11225
748;8203;8340;10828
749;8203;8301;11001
750;8203;8346;11351
751;8203;8405;11552
752;8203;8347;10821
753;8203;8380;10721
754;8203;8350;11518
755;8203;8340;11425
756;8203;8368;11118
757;8203;8383;10776
758;8203;8398;11968
759;8203;8365;11113
760;8203;8369;11087
761;8203;8406;11093
762;8203;8342;10996
763;8203;8360;12077
764;8203;8332;10415
765;8203;8320;10784
766;8203;8347;13302
767;8203;8357;11563
768;8203;8359;10917
769;8203;8337;10952
770;8203;8387;11068
771;8203;8378;12147
772;8203;8393;11806
773;8203;8326;10925
774;8203;8330;11729
775;8203;8363;11133
776;8203;8384;11693
777;8203;8367;12055
778;8203;8468;12717
779;8203;8365;12251
780;8203;8373;11299
781;8203;8365;11408
782;8203;8376;11054
783;8203;8305;10519
784;8203;8330;10894
785;8203;8312;11523
786;8203;8298;11229
787;8203;8321;10533
788;8203;8324;11133
789;8203;8329;10229
790;8203;8347;10804
791;8203;8392;11557
792;8203;8457;11479
793;8203;8375;11744
794;8203;8407;13516
795;8203;8369;11600
796;8203;8346;11487
797;8203;8363;11593
798;8203;8340;12050
799;8203;8340;11173
800;8203;8317;10819
801;8203;8378;12078
802;8203;8352;12078
803;8203;8369;11818
804;8203;8334;12255
805;8203;8403;13708
806;8203;8399;11235
807;8203;8379;11680
808;8203;8373;11753
809;8203;8355;12060
810;8203;8332;10721
811;8203;8347;11082
812;8203;8353;11024
813;8203;8363;10786
814;8203;8347;10345
815;8203;8427;12254
816;8203;8341;11713
817;8203;8335;10657
818;8203;8285;10528
819;8203;8328;11534
820;8203;8314;10816
821;8203;8365;11838
822;8203;8328;11006
823;8203;8343;11215
824;8203;8323;11191
825;8203;8327;10839
826;8203;8316;12135
827;8203;8318;11012
828;8203;8337;11060
829;8203;8367;11328
830;8203;8334;11252
831;8203;8370;11668
832;8203;8322;11186
833;8203;8331;11533
834;8203;8332;11938
835;8203;8314;10686
836;8203;8333;10977
837;8203;8324;11599
838;8203;8300;11415
839;8203;8344;12334
840;8203;8434;11861
841;8203;8378;11841
842;8203;8375;11454
843;8203;8323;11350
844;8203;8351;11131
845;8203;8370;12778
846;8203;8407;11918
847;8203;8396;11514
848;8203;8380;11338
849;8203;8352;11808
850;8203;8373;11946
851;8203;8374;11382
852;8203;8377;11385
853;8203;8376;11499
854;8203;8332;11037
855;8203;8344;11075
856;8203;8295;10307
857;8203;8329;10985
858;8203;8339;10926
859;8203;8287;10355
860;8203;8326;10956
861;8203;8331;12013
862;8203;8367;10968
863;8203;8366;11455
864;8203;8355;11639
865;8203;8309;10663
866;8203;8341;11657
867;8203;8339;11092
868;8203;8357;11750
869;8203;8342;11573
870;8203;8369;11342
871;8203;8412;12439
872;8203;8359;10528
873;8203;8356;11403
874;8203;8327;10946
875;8203;8328;10663
876;8203;8286;10639
877;8203;8353;11930
878;8203;8353;11454
879;8203;8346;14748
880;8203;8346;12337
881;8203;8336;11426
882;8203;8314;11912
883;8203;8357;10556
884;8203;8375;11428
885;8203;8369;11750
886;8203;8348;12525
887;8203;8355;11029
888;8203;8381;11614
889;8203;8345;10713
890;8203;8328;11082
891;8203;8351;10519
892;8203;8348;10836
893;8203;8366;11689
894;8203;8372;11439
895;8203;8338;10528
896;8203;8324;11508
897;8203;8325;11261
898;8203;8349;11832
899;8203;8394;10519
900;8203;8370;12293
901;8203;8343;10539
902;8203;8393;13123
903;8203;8361;12439
904;8203;8340;12606
905;8203;8404;15005
906;8203;8366;11312
907;8203;8362;10853
908;8203;8350;11721
909;8203;8354;11316
910;8203;8350;10850
911;8203;8375;10984
912;8203;8407;11280
913;8203;8426;12288
914;8203;8365;11010
915;8203;8301;10879
916;8203;8272;10026
917;8203;8360;10985
918;8203;8382;10942
919;8203;8381;13265
920;8203;8364;11604
921;8203;8401;12885
922;8203;8357;11739
923;8203;8347;10663
924;8203;8326;10595
925;8203;8400;12451
926;8203;8351;11355
927;8203;8384;10880
928;8203;8380;11871
929;8203;8383;12590
930;8203;8418;11351
931;8203;8338;12131
932;8203;8383;11116
933;8203;8396;13236
934;8203;8414;12056
935;8203;8421;11729
936;8203;8407;13756
937;8203;8439;11978
938;8203;8316;11472
939;8203;8366;10582
940;8203;8363;11082
941;8203;8359;12300
942;8203;8371;10639
943;8203;8331;11442
944;8203;8342;11065
945;8203;8345;12258
946;8203;8313;11197
947;8203;8313;10716
948;8203;8319;11225
949;8203;8381;12020
950;8203;8385;12735
951;8203;8329;10772
952;8203;8322;11197
953;8203;8365;10801
954;8203;8372;11451
955;8203;8337;12089
956;8203;8366;12230
957;8203;8306;10643
958;8203;8291;10701
959;8203;8316;11642
960;8203;8327;11072
961;8203;8301;10927
962;8203;8301;10721
963;8203;8300;10211
964;8203;8333;10946
965;8203;8377;10582
966;8203;8312;11514
967;8203;8336;10944
968;8203;8324;11105
969;8203;8307;11128
970;8203;8299;10638
971;8203;8346;10712
972;8203;8342;11082
973;8203;8330;12840
974;8203;8325;11220
975;8203;8370;12304
976;8203;8339;11657
977;8203;8350;12118
978;8203;8326;11005
979;8203;8354;11313
980;8203;8372;11481
981;8203;8330;11781
982;8203;8323;11512
983;8203;8339;11137
984;8203;8336;11322
985;8203;8414;11426
986;8203;8479;13367
987;8203;8401;11626
988;8203;8437;12656
989;8203;8421;12826
990;8203;8394;11850
991;8203;8367;10779
992;8203;8316;11194
993;8203;8315;11061
994;8203;8335;10846
995;8203;8310;11270
996;8203;8335;11170
997;8203;8360;11338
998;8203;8402;12122
999;8203;8357;12316
1000;8203;8398;11947
1001;8203;8397;10630
1002;8203;8371;11417
1003;8203;8324;10726
1004;8203;8357;10804
1005;8203;8359;11300
1006;8203;8384;11984
1007;8203;8352;10872
1008;8203;8356;10497
1009;8203;8355;10859
1010;8203;8385;11005
1011;8203;8373;11399
1012;8203;8317;11108
1013;8203;8354;11587
1014;8203;8368;11292
1015;8203;8390;13227
1016;8203;8347;12499
1017;8203;8332;11775
1018;8203;8310;10812
1019;8203;8317;10895
1020;8203;8360;12214
1021;8203;8341;11082
1022;8203;8384;11609
1023;8203;8356;12139
1024;8203;8329;10855
1025;8203;8370;11136
1026;8203;8319;10256
1027;8203;8330;10939
1028;8203;8378;13055
1029;8203;8336;12025
1030;8203;8412;11834
1031;8203;8358;11158
1032;8203;8356;13322
1033;8203;8416;11912
1034;8203;8404;11196
1035;8203;8409;11604
1036;8203;8387;11255
1037;8203;8343;10861
1038;8203;8364;11749
1039;8203;8384;12095
1040;8203;8429;11606
1041;8203;8425;11584
1042;8203;8395;12123
1043;8203;8354;11423
1044;8203;8434;11298
1045;8203;8417;11470
1046;8203;8407;11361
1047;8203;8417;11607
1048;8203;8427;12303
1049;8203;8431;11935
1050;8203;8404;11114
1051;8203;8405;11957
1052;8203;8344;11609
1053;8203;8370;12011
1054;8203;8356;10571
1055;8203;8317;10889
1056;8203;8278;10804
1057;8203;8344;12486
1058;8203;8320;10874
1059;8203;8385;10793
1060;8203;8386;11829
1061;8203;8344;10409
1062;8203;8370;11252
1063;8203;8358;11170
1064;8203;8327;11118
1065;8203;8380;11963
1066;8203;8337;11771
1067;8203;8328;11385
1068;8203;8335;10671
1069;8203;8348;11489
1070;8203;8380;11690
1071;8203;8393;12312
1072;8203;8345;10789
1073;8203;8314;10557
1074;8203;8324;10639
1075;8203;8342;10757
1076;8203;8334;11461
1077;8203;8309;12568
1078;8203;8362;10985
1079;8203;8362;10722
1080;8203;8317;11875
1081;8203;8301;10404
1082;8203;8351;11962
1083;8203;8366;11070
1084;8203;8357;11491
1085;8203;8357;12630
1086;8203;8334;11450
1087;8203;8427;13690
1088;8203;8356;11511
1089;8203;8368;10915
1090;8203;8416;13949
1091;8203;8397;12413
1092;8203;8417;11643
1093;8203;8372;11207
1094;8203;8377;11057
1095;8203;8392;11573
1096;8203;8388;11380
1097;8203;8327;11332
1098;8203;8340;11697
1099;8203;8379;11496
1100;8203;8343;11353
1101;8203;8310;10539
1102;8203;8334;11082
1103;8203;8337;11280
1104;8203;8372;10928
1105;8203;8395;12776
1106;8203;8383;11005
1107;8203;8352;11138
1108;8203;8365;12060
1109;8203;8335;11687
1110;8203;8313;10738
1111;8203;8363;11006
1112;8203;8324;10721
1113;8203;8299;10847
1114;8203;8355;11293
1115;8203;8351;10633
1116;8203;8318;10901
1117;8203;8310;10777
1118;8203;8297;10810
1119;8203;8304;10592
1120;8203;8293;10795
1121;8203;8364;12417
1122;8203;8382;11070
1123;8203;8335;12082
1124;8203;8359;11472
1125;8203;8305;10840
1126;8203;8346;10841
1127;8203;8303;10113
1128;8203;8360;11680
1129;8203;8320;10686
1130;8203;8370;11435
1131;8203;8403;11878
1132;8203;8361;11543
1133;8203;8326;11196
1134;8203;8354;11416
1135;8203;8413;13869
1136;8203;8379;11770
1137;8203;8356;11515
1138;8203;8360;11882
1139;8203;8385;11427
1140;8203;8402;12278
1141;8203;8338;12001
1142;8203;8352;11118
1143;8203;8365;11293
1144;8203;8344;11676
1145;8203;8316;11514
1146;8203;8318;11830
1147;8203;8345;10834
1148;8203;8370;11508
1149;8203;8364;11681
1150;8203;8329;11513
1151;8203;8379;11487
1152;8203;8357;11311
1153;8203;8390;13046
1154;8203;8384;11160
1155;8203;8376;11301
1156;8203;8383;10876
1157;8203;8380;11925
1158;8203;8410;11575
1159;8203;8330;11057
1160;8203;8333;10749
1161;8203;8326;10226
1162;8203;8365;12833
1163;8203;8347;10835
1164;8203;8334;12087
1165;8203;8287;11081
1166;8203;8349;13458
1167;8203;8331;10681
1168;8203;8361;11639
1169;8203;8336;10815
1170;8203;8322;12777
1171;8203;8338;10603
1172;8203;8361;11216
1173;8203;8352;12593
1174;8203;8361;11201
1175;8203;8340;11806
1176;8203;8357;10734
1177;8203;8345;11152
1178;8203;8332;12131
1179;8203;8334;10710
1180;8203;8315;10927
1181;8203;8291;11711
1182;8203;8270;11186
1183;8203;8307;11005
1184;8203;8335;12322
1185;8203;8326;10970
1186;8203;8319;10867
1187;8203;8376;12472
1188;8203;8324;11082
1189;8203;8312;10524
1190;8203;8322;10807
1191;8203;8314;10386
1192;8203;8430;11471
1193;8203;8414;11026
1194;8203;8448;12871
1195;8203;8385;10780
1196;8203;8341;11674
1197;8203;8312;12138
1198;8203;8364;10886
1199;8203;8364;12429
1200;8203;8412;11452
1201;8203;8394;11403
1202;8203;8328;10559
1203;8203;8345;10749
1204;8203;8338;10628
1205;8203;8326;10721
1206;8203;8320;11330
1207;8203;8319;10685
1208;8203;8352;11755
1209;8203;8319;10421
1210;8203;8317;12711
1211;8203;8355;11163
1212;8203;8386;11356
1213;8203;8373;12286
1214;8203;8380;12440
1215;8203;8353;13237
1216;8203;8356;10819
1217;8203;8393;11788
1218;8203;8439;11820
1219;8203;8349;11776
1220;8203;8349;10906
1221;8203;8363;11082
1222;8203;8399;11075
1223;8203;8389;11558
1224;8203;8322;11275
1225;8203;8307;10519
1226;8203;8355;12123
1227;8203;8351;11118
1228;8203;8314;11377
1229;8203;8355;11118
1230;8203;8378;10761
1231;8203;8373;10715
1232;8203;8369;11692
1233;8203;8352;11005
1234;8203;8347;10286
1235;8203;8420;12212
1236;8203;8364;10843
1237;8203;8349;12471
1238;8203;8317;10532
1239;8203;8349;11041
1240;8203;8427;11517
1241;8203;8389;11905
1242;8203;8387;10665
1243;8203;8433;12061
1244;8203;8390;11475
1245;8203;8377;10739
1246;8203;8348;10744
1247;8203;8394;11543
