gen;best;avg;worst
294;8789;9029;12771
295;8789;9043;12485
296;8789;9027;13686
297;8789;9004;12793
298;8789;9045;12968
299;8755;9027;12194
300;8755;9003;11926
301;8755;9006;12949
302;8755;9010;12593
303;8740;8995;13083
304;8740;9014;13022
305;8740;9012;12367
306;8740;9025;13418
307;8740;9027;12175
308;8740;8992;11845
309;8740;9005;12150
310;8738;8976;12394
311;8738;8973;14454
312;8738;8959;12503
313;8697;8957;12599
314;8697;8950;12500
315;8697;8959;14153
316;8489;8938;12782
317;8489;8929;12445
318;8489;8941;12037
319;8489;8967;13392
320;8489;8956;13640
321;8489;8968;11750
322;8489;8986;13167
323;8489;8973;13628
324;8489;8962;12672
325;8489;8962;13318
326;8489;8945;11960
327;8489;8943;13445
328;8489;8927;12904
329;8489;8908;12092
330;8489;8924;13001
331;8489;8912;11847
332;8489;8915;12098
333;8489;8909;11620
334;8489;8923;12535
335;8489;8894;12311
336;8489;8912;12718
337;8489;8942;12323
338;8489;8949;13462
339;8489;8926;12297
340;8489;8922;12160
341;8489;8934;12235
342;8489;8942;13403
343;8489;8972;11715
344;8489;8961;15194
345;8489;8933;13178
346;8489;8918;13835
347;8489;8891;12422
348;8489;8863;11524
349;8489;8880;12802
350;8489;8892;12596
351;8489;8875;13289
352;8489;8888;12181
353;8489;8906;12615
354;8489;8928;13456
355;8489;8895;13472
356;8489;8888;13223
357;8489;8912;13369
358;8489;8915;12545
359;8489;8922;13832
360;8489;8907;12806
361;8489;8887;13050
362;8489;8928;13546
363;8489;8912;12256
364;8489;8921;13200
365;8489;8917;12910
366;8489;8919;13329
367;8489;8914;12434
368;8489;8959;14011
369;8489;8943;12771
370;8489;8953;13357
371;8489;8945;12404
372;8489;8974;13129
373;8489;8952;12269
374;8489;8968;13368
375;8489;8994;13037
376;8489;8970;13130
377;8489;8958;14020
378;8489;8982;13003
379;8489;8985;13208
380;8489;9000;14164
381;8489;8976;13911
382;8489;8978;12793
383;8489;8968;13640
384;8489;9008;13123
385;8489;8970;12807
386;8489;9006;14508
387;8489;8982;13988
388;8489;9039;14070
389;8489;9070;12921
390;8489;9066;14351
391;8489;9023;12939
392;8489;9038;13398
393;8489;9020;13421
394;8489;9058;12825
395;8489;9051;13276
396;8489;9094;13750
397;8489;9107;12864
398;8489;9103;13399
399;8489;9170;13996
400;8489;9144;13965
401;8489;9138;13008
402;8489;9204;13568
403;8489;9238;13656
404;8489;9256;14229
405;8483;9239;13432
406;8483;9258;13399
407;8483;9209;13569
408;8483;9182;12523
409;8483;9201;13805
410;8483;9224;13973
411;8483;9201;13711
412;8483;9133;13254
413;8483;9074;12765
414;8483;9067;14434
415;8483;8962;12729
416;8439;8934;15286
417;8439;8894;12077
418;8399;8875;12080
419;8330;8894;12996
420;8330;8898;12550
421;8330;8911;12756
422;8330;8883;12301
423;8330;8881;12158
424;8330;8913;12596
425;8330;8919;13555
426;8330;8903;11856
427;8330;8925;12549
428;8330;8912;12720
429;8330;8963;12888
430;8330;8961;12811
431;8330;8986;12110
432;8330;9016;12870
433;8322;9067;13927
434;8322;9070;13339
435;8322;9081;12735
436;8322;9127;12485
437;8322;9138;12845
438;8322;9148;13031
439;8322;9119;13853
440;8322;9106;12011
441;8322;9128;12950
442;8322;9156;13844
443;8322;9133;13193
444;8322;9153;14059
445;8322;9140;13905
446;8322;9113;12740
447;8322;9113;13736
448;8322;9120;13190
449;8322;9102;13354
450;8322;9078;14006
451;8322;9054;13181
452;8322;8992;13271
453;8317;8974;13987
454;8317;8909;12369
455;8317;8844;12111
456;8215;8789;11683
457;8215;8747;12623
458;8215;8720;12388
459;8215;8694;12215
460;8215;8667;14173
461;8215;8664;12209
462;8215;8632;13125
463;8215;8639;12473
464;8215;8638;12241
465;8215;8603;12812
466;8215;8573;12316
467;8157;8576;13264
468;8157;8609;12445
469;8157;8611;13111
470;8157;8575;11967
471;8157;8549;12445
472;8157;8532;12978
473;8157;8478;12622
474;8157;8441;12171
475;8157;8437;12229
476;8157;8438;12773
477;8157;8399;12082
478;8157;8382;12065
479;8157;8379;12527
480;8157;8374;12579
481;8157;8332;11770
482;8145;8320;11262
483;8145;8325;11957
484;8145;8322;11557
485;8145;8345;12077
486;8145;8330;11013
487;8145;8347;12166
488;8145;8346;11682
489;8145;8335;12001
490;8145;8333;11833
491;8145;8360;11852
492;8145;8325;12094
493;8145;8321;10642
494;8145;8339;12818
495;8145;8359;12718
496;8145;8351;11551
497;8145;8341;11446
498;8145;8343;11926
499;8145;8343;11808
500;8145;8330;11309
501;8145;8333;11817
502;8145;8356;12976
503;8145;8352;12248
504;8145;8356;12267
505;8145;8358;11567
506;8145;8360;11434
507;8145;8361;11842
508;8145;8340;14616
509;8145;8349;12150
510;8145;8338;11844
511;8145;8326;11098
512;8145;8358;12210
513;8145;8396;12287
514;8145;8372;12710
515;8145;8368;11825
516;8145;8375;12732
517;8145;8389;12142
518;8145;8355;11703
519;8145;8368;12050
520;8145;8357;11643
521;8145;8336;11952
522;8145;8327;11935
523;8145;8337;12251
524;8145;8342;11678
525;8145;8376;11607
526;8145;8360;13202
527;8145;8352;11606
528;8145;8340;11503
529;8145;8359;11674
530;8145;8365;12080
531;7987;8347;12625
532;7987;8358;11786
533;7987;8336;12371
534;7987;8354;12273
535;7987;8346;12415
536;7987;8338;11857
537;7987;8365;13055
538;7987;8365;12381
539;7987;8360;12015
540;7987;8358;11711
541;7987;8345;14428
542;7987;8318;12863
543;7987;8347;11386
544;7987;8370;11826
545;7987;8353;11538
546;7987;8352;13609
547;7987;8386;12803
548;7987;8374;11918
549;7987;8331;11308
550;7987;8369;12348
551;7987;8350;12150
552;7987;8357;11633
553;7987;8358;12175
554;7987;8355;12414
555;7987;8353;12176
556;7987;8334;10627
557;7987;8329;11701
558;7987;8348;11789
559;7987;8363;13260
560;7987;8342;11839
561;7987;8333;13236
562;7987;8353;12360
563;7987;8368;12920
564;7987;8370;12197
565;7987;8327;11799
566;7987;8339;11416
567;7987;8324;11275
568;7987;8356;11679
569;7987;8332;12163
570;7987;8362;13112
571;7987;8366;12185
572;7987;8378;12429
573;7987;8340;12371
574;7987;8347;11402
575;7987;8343;11191
576;7987;8331;11913
577;7987;8348;11076
578;7987;8358;12203
579;7987;8370;12620
580;7987;8370;13184
581;7987;8369;12130
582;7987;8346;11367
583;7987;8356;12202
584;7987;8343;12458
585;7987;8381;12593
586;7987;8357;12435
587;7987;8362;12631
588;7987;8348;12874
589;7987;8344;11898
590;7987;8329;11877
591;7987;8319;11771
592;7987;8328;11181
593;7987;8309;11725
594;7987;8340;11715
595;7987;8334;11453
596;7987;8342;12841
597;7987;8349;11320
598;7987;8345;12071
599;7987;8327;11658
600;7987;8345;14024
601;7987;8344;11795
602;7987;8348;12786
603;7987;8334;12223
604;7987;8353;13359
605;7987;8371;12203
606;7987;8388;12342
607;7987;8383;11674
608;7987;8313;12273
609;7987;8338;12503
610;7987;8371;11742
611;7987;8361;12196
612;7987;8339;12195
613;7987;8368;11651
614;7987;8357;13542
615;7987;8369;11841
616;7987;8334;12771
617;7987;8357;12070
618;7987;8358;12602
619;7987;8347;11891
620;7987;8337;12721
621;7987;8356;11447
622;7987;8375;12566
623;7987;8375;13771
624;7987;8346;13031
625;7987;8341;11200
626;7987;8341;12612
627;7987;8347;12221
628;7987;8325;11155
629;7987;8326;11995
630;7987;8337;12079
631;7987;8371;12693
632;7987;8343;12330
633;7987;8320;12092
634;7987;8342;12693
635;7987;8365;12843
636;7987;8380;12760
637;7987;8373;13467
638;7987;8383;11594
639;7987;8363;11940
640;7987;8363;12274
641;7987;8402;12094
642;7987;8378;11628
643;7987;8361;13245
644;7987;8354;11616
645;7987;8359;11597
646;7987;8347;13045
647;7987;8328;12550
648;7987;8349;12466
649;7987;8354;12314
650;7987;8351;11891
651;7987;8321;11725
652;7987;8348;13308
653;7987;8334;11795
654;7987;8324;10823
655;7987;8328;11504
656;7987;8348;11322
657;7987;8360;12556
658;7987;8371;12157
659;7987;8349;12073
660;7987;8325;12625
661;7987;8315;11958
662;7987;8340;11925
663;7987;8355;11643
664;7987;8357;12675
665;7987;8337;12312
666;7987;8347;11345
667;7987;8333;11076
668;7987;8342;11770
669;7987;8331;11286
670;7987;8332;13089
671;7987;8354;12374
672;7987;8349;12926
673;7987;8321;12621
674;7987;8331;12021
675;7987;8360;12805
676;7987;8348;11540
677;7987;8353;11497
678;7987;8358;12084
679;7987;8366;11420
680;7987;8368;12489
681;7987;8381;12411
682;7987;8385;12420
683;7987;8347;11444
684;7987;8355;11929
685;7987;8350;12117
686;7987;8340;12082
687;7987;8325;11858
688;7987;8326;11033
689;7987;8352;12077
690;7987;8341;11488
691;7987;8339;11229
692;7987;8357;11048
693;7987;8334;11798
694;7987;8339;11785
695;7987;8349;11530
696;7987;8360;11687
697;7987;8356;11902
698;7987;8380;12997
699;7987;8395;13495
700;7987;8392;11833
701;7987;8375;12049
702;7987;8398;12087
703;7987;8356;11700
704;7987;8350;12046
705;7987;8370;12264
706;7987;8384;13019
707;7987;8371;12467
708;7987;8383;12813
709;7987;8362;13064
710;7987;8328;11896
711;7987;8322;11735
712;7987;8331;12642
713;7987;8335;11853
714;7987;8331;12036
715;7987;8334;11725
716;7987;8346;13106
717;7987;8350;12204
718;7987;8373;12615
719;7987;8355;12332
720;7987;8344;11927
721;7987;8380;12348
722;7987;8369;11293
723;7987;8383;12847
724;7987;8354;11459
725;7987;8371;13168
726;7987;8381;12746
727;7987;8376;12919
728;7987;8378;11611
729;7987;8349;12172
730;7987;8366;13188
731;7987;8374;11389
732;7987;8354;11520
733;7987;8371;12032
734;7987;8377;13711
735;7987;8380;12169
736;7987;8370;12836
737;7987;8381;11752
738;7987;8380;12332
739;7987;8350;11616
740;7987;8347;12449
741;7987;8344;12517
742;7987;8363;12618
743;7987;8341;12334
744;7987;8338;12055
745;7987;8379;11998
746;7987;8383;12600
747;7987;8346;11132
748;7987;8352;13321
749;7987;8364;11965
750;7987;8337;11479
751;7987;8343;12543
752;7987;8347;13991
753;7987;8366;12846
754;7987;8353;12356
755;7987;8344;11813
756;7987;8338;11787
757;7987;8361;11477
758;7987;8362;11913
759;7987;8340;11344
760;7987;8367;12606
761;7987;8342;11624
762;7987;8326;11856
763;7987;8352;12209
764;7987;8346;11755
765;7987;8344;12467
766;7987;8319;11296
767;7987;8332;12326
768;7987;8365;11592
769;7987;8338;13857
770;7987;8329;12219
771;7987;8339;11801
772;7987;8333;12073
773;7987;8346;11456
774;7987;8357;11594
775;7987;8409;13710
776;7987;8380;12038
777;7987;8390;12629
778;7987;8377;12551
779;7987;8376;12156
780;7987;8336;11525
781;7964;8343;11961
782;7947;8337;12148
783;7947;8285;12100
784;7947;8253;12560
785;7947;8207;11783
786;7947;8171;11746
787;7947;8140;11843
788;7947;8149;11973
789;7947;8150;11916
790;7947;8143;12270
791;7947;8168;12703
792;7947;8173;13403
793;7947;8166;12141
794;7947;8165;13562
795;7947;8176;14164
796;7947;8140;12420
797;7947;8098;11152
798;7885;8087;11009
799;7885;8099;11107
800;7885;8099;11440
801;7885;8092;12042
802;7885;8091;12070
803;7885;8105;11960
804;7885;8138;12403
805;7885;8117;12397
806;7885;8091;12447
807;7885;8101;11127
808;7885;8127;11629
809;7885;8096;12095
810;7885;8109;12566
811;7885;8101;12057
812;7885;8100;11698
813;7885;8099;11878
814;7885;8129;11603
815;7885;8117;12419
816;7885;8080;12306
817;7885;8089;13309
818;7885;8102;14159
819;7885;8120;11892
820;7885;8109;13808
821;7885;8091;11123
822;7885;8113;13419
823;7885;8109;11453
824;7885;8090;11321
825;7885;8091;11414
826;7885;8100;12449
827;7885;8097;11693
828;7885;8063;11547
829;7885;8061;11619
830;7885;8070;12632
831;7885;8078;11218
832;7885;8090;11207
833;7885;8095;11126
834;7885;8097;12443
835;7885;8111;12481
836;7885;8106;12098
837;7885;8113;11280
838;7885;8103;11211
839;7885;8102;12544
840;7885;8125;11512
841;7885;8132;11676
842;7885;8098;11548
843;7885;8107;12330
844;7885;8101;12478
845;7885;8108;12249
846;7885;8079;11095
847;7885;8081;11239
848;7885;8099;12828
849;7885;8095;11210
850;7885;8088;13274
851;7885;8098;11904
852;7885;8086;11325
853;7885;8110;12139
854;7885;8073;11476
855;7885;8126;12922
856;7885;8078;12178
857;7885;8089;11528
858;7885;8099;12459
859;7885;8093;11802
860;7885;8096;12407
861;7885;8096;11500
862;7885;8078;10996
863;7885;8074;14043
864;7885;8083;12580
865;7885;8103;13526
866;7885;8111;12657
867;7885;8092;11069
868;7885;8085;11286
869;7885;8078;12093
870;7885;8095;12363
871;7885;8111;11492
872;7885;8101;12071
873;7885;8104;12212
874;7885;8092;12973
875;7885;8088;11881
876;7885;8084;11986
877;7885;8106;12281
878;7885;8130;12123
879;7885;8152;12841
880;7885;8125;11925
881;7885;8104;12635
882;7885;8109;11339
883;7885;8106;11688
884;7885;8117;12894
885;7885;8126;11727
886;7885;8104;11769
887;7885;8086;11518
888;7885;8132;12315
889;7885;8110;11897
890;7885;8110;11452
891;7885;8112;11693
892;7885;8069;11177
893;7885;8108;12205
894;7885;8139;11547
895;7885;8114;11429
896;7885;8083;10832
897;7885;8085;11479
898;7885;8099;11554
899;7885;8090;11100
900;7885;8075;12777
901;7885;8080;13444
902;7885;8094;11082
903;7885;8074;11361
904;7885;8104;12624
905;7885;8088;11670
906;7885;8100;13124
907;7885;8096;11957
908;7885;8089;11138
909;7885;8128;12519
910;7885;8072;11406
911;7885;8086;12863
912;7885;8123;12120
913;7885;8088;11860
914;7885;8091;12316
915;7885;8102;12667
916;7885;8094;11863
917;7885;8087;10812
918;7885;8114;11261
919;7885;8104;11696
920;7885;8106;11385
921;7885;8112;11739
922;7885;8089;11861
923;7885;8077;11275
924;7885;8089;12135
925;7885;8086;11851
926;7885;8108;11250
927;7885;8115;11249
928;7885;8101;11087
929;7885;8119;12441
930;7885;8108;11698
931;7885;8080;11286
932;7885;8102;11888
933;7885;8085;11109
934;7885;8093;13113
935;7885;8122;11653
936;7885;8120;13957
937;7885;8142;11799
938;7885;8101;11851
939;7885;8129;11188
940;7885;8120;11603
941;7885;8115;11972
942;7885;8105;11500
943;7885;8109;12231
944;7885;8092;11343
945;7885;8068;11713
946;7885;8095;11526
947;7885;8103;11793
948;7885;8095;11155
949;7885;8099;12618
950;7885;8067;12563
951;7885;8112;12391
952;7885;8118;11788
953;7885;8084;11311
954;7885;8087;12525
955;7885;8085;12489
956;7885;8075;11423
957;7885;8096;11503
958;7885;8128;12072
959;7885;8109;11833
960;7885;8090;11835
961;7885;8101;14049
962;7885;8117;11981
963;7885;8104;11926
964;7885;8113;12105
965;7885;8101;12696
966;7885;8097;11786
967;7885;8080;11437
968;7885;8084;11230
969;7885;8092;11440
970;7885;8107;12047
971;7885;8115;11999
972;7885;8093;12007
973;7885;8101;11292
974;7885;8088;12359
975;7885;8091;11907
976;7885;8105;12670
977;7885;8139;13480
978;7885;8109;12656
979;7885;8071;11403
980;7885;8084;10750
981;7885;8096;11650
982;7885;8096;12297
983;7885;8098;11570
984;7885;8123;12228
985;7885;8113;11439
986;7885;8106;12043
987;7885;8111;11057
988;7885;8100;11223
989;7885;8127;11581
990;7885;8088;11678
991;7885;8110;12495
992;7885;8093;11379
993;7885;8094;11311
994;7885;8106;12160
995;7885;8117;12446
996;7885;8129;12104
997;7885;8104;11951
998;7885;8100;11773
999;7885;8098;12450
1000;7885;8083;12598
1001;7885;8114;12628
1002;7885;8087;12378
1003;7885;8111;11636
1004;7885;8120;12839
1005;7885;8085;11884
1006;7885;8110;11147
1007;7885;8109;12153
1008;7885;8077;12426
1009;7885;8070;11034
1010;7885;8088;11278
1011;7885;8102;11632
1012;7885;8095;11340
1013;7885;8098;11734
1014;7885;8105;11512
1015;7885;8100;11008
1016;7885;8075;10969
1017;7885;8107;12379
1018;7885;8117;11731
1019;7885;8098;11190
1020;7885;8099;11630
1021;7885;8098;12949
1022;7885;8091;11985
1023;7885;8103;14181
1024;7885;8080;11699
1025;7885;8117;12911
1026;7885;8134;12834
1027;7885;8117;12232
1028;7885;8141;11718
1029;7885;8129;11931
1030;7885;8141;11599
1031;7885;8133;12423
1032;7885;8145;12162
1033;7885;8113;12451
1034;7885;8083;11493
1035;7885;8091;12813
1036;7885;8090;11533
1037;7885;8116;12455
1038;7885;8104;12100
1039;7885;8105;11315
1040;7885;8093;12274
1041;7885;8084;11400
1042;7885;8075;11199
1043;7885;8095;12894
1044;7885;8074;12314
1045;7885;8089;11355
1046;7885;8115;13360
1047;7885;8076;11161
1048;7885;8068;11365
1049;7885;8077;11997
1050;7885;8104;11577
1051;7885;8107;12077
1052;7885;8139;13436
1053;7885;8134;12347
1054;7885;8078;12071
1055;7885;8079;12074
1056;7885;8095;12355
1057;7885;8090;11862
1058;7885;8102;10992
1059;7885;8089;11830
1060;7885;8075;11241
1061;7885;8098;13564
1062;7885;8123;11752
1063;7885;8107;12178
1064;7885;8088;11215
1065;7885;8069;12231
1066;7885;8093;11666
1067;7885;8089;11961
1068;7885;8088;11979
1069;7885;8078;11623
1070;7885;8073;12213
1071;7885;8083;11523
1072;7885;8082;11349
1073;7885;8093;12265
1074;7885;8107;12225
1075;7885;8119;11834
1076;7885;8069;11834
1077;7885;8110;11840
1078;7885;8082;11558
1079;7885;8095;11919
1080;7885;8116;11196
1081;7885;8124;11423
1082;7885;8107;12324
1083;7885;8131;12085
1084;7885;8106;12743
1085;7885;8080;11659
1086;7885;8111;12558
1087;7885;8093;11401
1088;7885;8083;11720
1089;7885;8097;12800
1090;7885;8104;11902
1091;7885;8098;12234
1092;7885;8097;10822
1093;7885;8100;11923
1094;7885;8081;11262
1095;7885;8078;11377
1096;7885;8080;11466
1097;7885;8055;10443
1098;7885;8063;11642
1099;7885;8066;12174
1100;7885;8080;11970
1101;7885;8066;11410
1102;7885;8069;11114
1103;7885;8094;11513
1104;7885;8122;12069
1105;7885;8149;13576
1106;7885;8121;11972
1107;7885;8108;12460
1108;7885;8135;12252
1109;7885;8123;12448
1110;7885;8104;11117
1111;7885;8095;11368
1112;7885;8081;12413
1113;7885;8113;12386
1114;7885;8128;12823
1115;7885;8106;11976
1116;7885;8090;10990
1117;7885;8077;11366
1118;7885;8102;12974
1119;7885;8093;11185
1120;7885;8081;11302
1121;7885;8095;11458
1122;7885;8088;11726
1123;7885;8105;11011
1124;7885;8076;12013
1125;7885;8091;12167
1126;7885;8107;12195
1127;7885;8072;12317
1128;7885;8097;12555
1129;7885;8103;12524
1130;7885;8147;12422
1131;7885;8137;12960
1132;7885;8102;11757
1133;7885;8097;12641
1134;7885;8085;12041
1135;7885;8113;10707
1136;7885;8086;12345
1137;7885;8096;13101
1138;7885;8107;11884
1139;7885;8099;12063
1140;7885;8094;11155
1141;7885;8095;12034
1142;7885;8102;12250
1143;7885;8124;12231
1144;7885;8092;11318
1145;7885;8067;11474
1146;7885;8068;11373
1147;7885;8074;11266
1148;7885;8100;12212
1149;7885;8083;10973
1150;7885;8078;11489
1151;7885;8128;13072
1152;7885;8111;12557
1153;7885;8094;11748
1154;7885;8078;11159
1155;7885;8085;11048
1156;7885;8098;12696
1157;7885;8103;11984
1158;7885;8090;12370
1159;7885;8095;11532
1160;7885;8072;11786
1161;7885;8052;10833
1162;7885;8066;11259
1163;7885;8091;11222
1164;7885;8068;10402
1165;7885;8122;12656
1166;7885;8111;12211
1167;7885;8091;12364
1168;7885;8094;12579
1169;7885;8082;11536
1170;7885;8080;11009
1171;7885;8117;12308
1172;7885;8079;11024
1173;7885;8072;11204
1174;7885;8066;13298
1175;7885;8071;11978
1176;7885;8083;12483
1177;7885;8106;12318
1178;7885;8091;11990
1179;7885;8111;11901
1180;7885;8096;12919
1181;7885;8072;11650
1182;7885;8083;11749
1183;7885;8113;11950
1184;7885;8092;12500
1185;7885;8104;13274
1186;7885;8093;11464
1187;7885;8089;12288
1188;7885;8096;11921
1189;7885;8081;11994
1190;7885;8094;11048
1191;7885;8076;11372
1192;7885;8079;11129
1193;7885;8086;12042
1194;7885;8061;10827
1195;7885;8060;10821
1196;7885;8084;11040
1197;7885;8095;11698
1198;7885;8092;11857
1199;7885;8094;11522
1200;7885;8074;12507
1201;7885;8087;11658
1202;7885;8080;12001
1203;7885;8086;11144
1204;7885;8097;12220
1205;7885;8077;12000
1206;7885;8105;11925
1207;7885;8111;12164
1208;7885;8106;11139
1209;7885;8097;11782
1210;7885;8079;11566
1211;7885;8098;11685
1212;7885;8111;13199
1213;7885;8079;11339
1214;7885;8087;11062
1215;7885;8110;12022
1216;7885;8120;11934
1217;7885;8102;13817
1218;7885;8076;11726
1219;7885;8105;11798
1220;7885;8081;12600
1221;7885;8092;11879
1222;7885;8112;12288
1223;7885;8129;11728
1224;7885;8102;12068
1225;7885;8094;11606
1226;7885;8091;12226
1227;7885;8087;11778
1228;7885;8094;12504
1229;7885;8090;11987
1230;7885;8077;11195
1231;7885;8091;12522
1232;7885;8107;12499
1233;7885;8091;12022
1234;7885;8101;12715
1235;7885;8095;11431
1236;7885;8118;12883
1237;7885;8100;14192
1238;7885;8092;11206
1239;7885;8086;11189
1240;7885;8082;12227
1241;7885;8101;11719
1242;7885;8107;11912
1243;7885;8096;11701
1244;7885;8070;11386
1245;7885;8056;11078
1246;7885;8105;11764
1247;7885;8097;12600
