gen;best;avg;worst
1246;8042;8257;11596
1247;8042;8240;11901
1248;8042;8247;12212
1249;8042;8245;11442
1250;8042;8258;11640
1251;8042;8285;11065
1252;8042;8278;12531
1253;8042;8230;11306
1254;8042;8261;11556
1255;8042;8255;10645
1256;8042;8234;11535
1257;8042;8248;11027
1258;8042;8284;11724
1259;8042;8259;11742
1260;8042;8264;11724
1261;8042;8262;11500
1262;8042;8291;13062
1263;8042;8308;12825
1264;8042;8310;13295
1265;8042;8256;11104
1266;8042;8255;11261
1267;8042;8239;10914
1268;8042;8268;11859
1269;8042;8231;12960
1270;8042;8266;12136
1271;8042;8241;11908
1272;8042;8230;11668
1273;8042;8237;10627
1274;8042;8243;11313
1275;8042;8245;12830
1276;8042;8247;11735
1277;8042;8258;11027
1278;8042;8239;12055
1279;8042;8273;11469
1280;8042;8278;13327
1281;8042;8270;11834
1282;8042;8264;12491
1283;8042;8297;12420
1284;8042;8278;13049
1285;7977;8265;11730
1286;7977;8267;11027
1287;7977;8235;11407
1288;7977;8257;11875
1289;7977;8253;11099
1290;7977;8222;11042
1291;7977;8211;10587
1292;7977;8251;11203
1293;7977;8280;11673
1294;7977;8231;11188
1295;7977;8263;11653
1296;7977;8288;11423
1297;7977;8289;11208
1298;7977;8269;11156
1299;7977;8241;11577
1300;7977;8255;11356
1301;7977;8276;14278
1302;7977;8249;12036
1303;7977;8273;13013
1304;7977;8251;10985
1305;7977;8240;12529
1306;7977;8236;11255
1307;7977;8257;13636
1308;7977;8279;11651
1309;7977;8313;11666
1310;7977;8318;12274
1311;7977;8314;12915
1312;7977;8283;12477
1313;7977;8251;11773
1314;7977;8234;11169
1315;7977;8244;11819
1316;7977;8245;10936
1317;7977;8252;11534
1318;7977;8258;10850
1319;7977;8281;12342
1320;7977;8252;12269
1321;7977;8273;11689
1322;7977;8283;11217
1323;7977;8258;10937
1324;7977;8269;11269
1325;7977;8238;10952
1326;7977;8237;11811
1327;7977;8251;10914
1328;7977;8267;11366
1329;7977;8271;10916
1330;7977;8244;10782
1331;7977;8246;11727
1332;7977;8245;10894
1333;7977;8276;12215
1334;7977;8246;11194
1335;7977;8296;13183
1336;7977;8248;12570
1337;7977;8263;12250
1338;7977;8289;12433
1339;7977;8262;13760
1340;7977;8256;11023
1341;7977;8241;11387
1342;7977;8226;10920
1343;7977;8243;11359
1344;7977;8257;11863
1345;7977;8253;10822
1346;7977;8282;12107
1347;7977;8275;11802
1348;7977;8264;11188
1349;7977;8281;12992
1350;7977;8254;11215
1351;7977;8206;11004
1352;7977;8219;11462
1353;7977;8244;12845
1354;7977;8229;10836
1355;7977;8252;10868
1356;7977;8257;11310
1357;7977;8267;11800
1358;7977;8258;11062
1359;7977;8271;11113
1360;7977;8230;10613
1361;7977;8242;10998
1362;7977;8237;10492
1363;7977;8264;12577
1364;7977;8275;10980
1365;7977;8284;12593
1366;7977;8260;11229
1367;7977;8259;12322
1368;7977;8245;11171
1369;7977;8230;10347
1370;7977;8246;12264
1371;7977;8273;10914
1372;7977;8255;11599
1373;7977;8264;11164
1374;7977;8252;11123
1375;7977;8283;10914
1376;7977;8296;11585
1377;7977;8254;11166
1378;7977;8250;11568
1379;7977;8269;12436
1380;7977;8254;11277
1381;7977;8262;11941
1382;7977;8251;10894
1383;7977;8205;10497
1384;7977;8192;10384
1385;7977;8257;11859
1386;7977;8276;12073
1387;7977;8221;11870
1388;7977;8237;10986
1389;7977;8253;10914
1390;7977;8297;12941
1391;7977;8238;11787
1392;7977;8238;11336
1393;7977;8243;12490
1394;7977;8228;11357
1395;7977;8254;10914
1396;7977;8233;11460
1397;7977;8259;12766
1398;7977;8246;12076
1399;7977;8256;12094
1400;7977;8280;11027
1401;7977;8238;11074
1402;7977;8296;11521
1403;7977;8280;11027
1404;7977;8252;11829
1405;7977;8286;11625
1406;7977;8247;10669
1407;7977;8233;11161
1408;7977;8226;11199
1409;7977;8217;10894
1410;7977;8235;10822
1411;7977;8291;11935
1412;7977;8272;10934
1413;7977;8236;11225
1414;7977;8275;10740
1415;7977;8292;12846
1416;7977;8257;12513
1417;7977;8217;11283
1418;7977;8246;11075
1419;7977;8241;12099
1420;7977;8243;10834
1421;7977;8247;11401
1422;7977;8232;11135
1423;7977;8244;12015
1424;7977;8272;11932
1425;7977;8262;10942
1426;7977;8254;10894
1427;7977;8249;12060
1428;7977;8271;11418
1429;7977;8248;11393
1430;7977;8278;12226
1431;7977;8268;11112
1432;7977;8255;11780
1433;7977;8258;11157
1434;7977;8254;11742
1435;7977;8263;11969
1436;7977;8233;12172
1437;7977;8249;11631
1438;7977;8244;11855
1439;7977;8294;13406
1440;7977;8235;12624
1441;7977;8219;10312
1442;7977;8250;11494
1443;7977;8297;13302
1444;7977;8256;13098
1445;7977;8245;13073
1446;7977;8298;11607
1447;7977;8245;11619
1448;7977;8266;10588
1449;7977;8278;11989
1450;7977;8282;12095
1451;7977;8271;11766
1452;7977;8273;11178
1453;7977;8273;11753
1454;7977;8247;11269
1455;7977;8266;11559
1456;7977;8262;11710
1457;7977;8275;11787
1458;7977;8272;12317
1459;7977;8287;11723
1460;7977;8283;12073
1461;7977;8290;12762
1462;7977;8312;12524
1463;7977;8329;12045
1464;7977;8294;12389
1465;7977;8278;12702
1466;7977;8248;10511
1467;7977;8248;11059
1468;7977;8225;11068
1469;7977;8253;11631
1470;7977;8256;11632
1471;7977;8243;11578
1472;7977;8281;12407
1473;7977;8284;11150
1474;7977;8256;12174
1475;7977;8296;11893
1476;7977;8277;10985
1477;7977;8233;11768
1478;7977;8245;11560
1479;7977;8295;11315
1480;7977;8280;12750
1481;7977;8291;11794
1482;7977;8270;11781
1483;7977;8283;11689
1484;7977;8237;11557
1485;7977;8247;11655
1486;7977;8269;10991
1487;7977;8231;10904
1488;7977;8213;12718
1489;7977;8234;11378
1490;7977;8230;11307
1491;7977;8267;11998
1492;7977;8264;11005
1493;7977;8226;11418
1494;7977;8226;11757
1495;7977;8231;10836
1496;7977;8240;11930
1497;7977;8242;11433
1498;7977;8224;10572
1499;7977;8286;12546
1500;7977;8282;12709
1501;7977;8283;12787
1502;7977;8292;11784
1503;7977;8266;11960
1504;7977;8263;11925
1505;7977;8240;11517
1506;7977;8239;11713
1507;7977;8258;10915
1508;7977;8248;11429
1509;7977;8233;11410
1510;7977;8258;11862
1511;7977;8292;12002
1512;7977;8260;11210
1513;7977;8281;11756
1514;7977;8261;12033
1515;7977;8236;11333
1516;7977;8253;11779
1517;7977;8244;11139
1518;7977;8237;12222
1519;7977;8235;11030
1520;7977;8238;10527
1521;7977;8256;10965
1522;7977;8225;11258
1523;7977;8244;11938
1524;7977;8234;11328
1525;7977;8235;11033
1526;7977;8253;12199
1527;7977;8259;12578
1528;7977;8266;13235
1529;7977;8279;12855
1530;7977;8256;13358
1531;7977;8253;11615
1532;7977;8247;11644
1533;7977;8295;12347
1534;7977;8230;10626
1535;7977;8239;11751
1536;7977;8237;11507
1537;7977;8239;11593
1538;7977;8213;11097
1539;7977;8224;11117
1540;7977;8247;11559
1541;7977;8242;11730
1542;7977;8284;11331
1543;7977;8287;11027
1544;7977;8264;11322
1545;7977;8248;11321
1546;7977;8261;11431
1547;7977;8245;12062
1548;7977;8272;11517
1549;7977;8293;10977
1550;7977;8271;12567
1551;7977;8254;13046
1552;7977;8283;11928
1553;7977;8291;12800
1554;7977;8286;14106
1555;7977;8275;12809
1556;7977;8233;10817
1557;7977;8232;11279
1558;7977;8269;13004
1559;7977;8222;11311
1560;7977;8232;12032
1561;7977;8245;11044
1562;7977;8263;10955
1563;7977;8287;11631
1564;7977;8264;11565
1565;7977;8259;11857
1566;7977;8227;11437
1567;7977;8223;10894
1568;7977;8241;11583
1569;7977;8253;13215
1570;7977;8240;10728
1571;7977;8229;10961
1572;7977;8278;12246
1573;7977;8290;12175
1574;7977;8304;11604
1575;7977;8257;10669
1576;7977;8281;11671
1577;7977;8275;11451
1578;7977;8271;11932
1579;7977;8248;11555
1580;7977;8261;12705
1581;7977;8293;11573
1582;7977;8286;12300
1583;7977;8247;11207
1584;7977;8275;11567
1585;7977;8282;11320
1586;7977;8275;11025
1587;7977;8236;10773
1588;7977;8262;12668
1589;7977;8255;11325
1590;7977;8238;11829
1591;7977;8267;11445
1592;7977;8244;11338
1593;7977;8251;11329
1594;7977;8269;11816
1595;7977;8249;11882
1596;7977;8245;11658
1597;7977;8257;11585
1598;7977;8285;11908
1599;7977;8256;12622
1600;7977;8270;11139
1601;7977;8294;11631
1602;7977;8277;11630
1603;7977;8280;11870
1604;7977;8277;12025
1605;7977;8303;14233
1606;7977;8261;11144
1607;7977;8254;11540
1608;7977;8240;11124
1609;7977;8244;12145
1610;7977;8220;10726
1611;7977;8230;11178
1612;7977;8241;11982
1613;7977;8246;12245
1614;7977;8270;12371
1615;7977;8250;10511
1616;7977;8242;10981
1617;7977;8252;11266
1618;7977;8284;11086
1619;7977;8299;13120
1620;7977;8255;12222
1621;7977;8232;12213
1622;7977;8241;12706
1623;7977;8270;12539
1624;7977;8314;12958
1625;7977;8326;12225
1626;7977;8326;11932
1627;7977;8273;11484
1628;7977;8298;11327
1629;7977;8254;12003
1630;7977;8282;11675
1631;7977;8268;11202
1632;7977;8247;11376
1633;7977;8259;11323
1634;7977;8259;11578
1635;7977;8243;11354
1636;7977;8247;11894
1637;7977;8232;11711
1638;7977;8231;11505
1639;7977;8255;12526
1640;7977;8223;11727
1641;7977;8233;13021
1642;7977;8276;13002
1643;7977;8247;11724
1644;7977;8259;11752
1645;7977;8220;11348
1646;7977;8254;11067
1647;7977;8265;11159
1648;7977;8285;12551
1649;7977;8279;12898
1650;7977;8255;11383
1651;7977;8245;11692
1652;7977;8275;13152
1653;7977;8262;12690
1654;7977;8281;11727
1655;7977;8219;10619
1656;7977;8223;10903
1657;7977;8242;10872
1658;7977;8251;11448
1659;7977;8221;11234
1660;7977;8272;11398
1661;7977;8302;12966
1662;7977;8244;11149
1663;7977;8251;10991
1664;7977;8212;12043
1665;7977;8227;11610
1666;7977;8256;11215
1667;7977;8293;11898
1668;7977;8259;11174
1669;7977;8262;12098
1670;7977;8281;12927
1671;7977;8298;12107
1672;7977;8260;12484
1673;7977;8242;12109
1674;7977;8254;11286
1675;7977;8244;12815
1676;7977;8264;11712
1677;7977;8257;12159
1678;7977;8251;12280
1679;7977;8236;11647
1680;7977;8293;11621
1681;7977;8249;11190
1682;7977;8272;11737
1683;7977;8244;11236
1684;7977;8266;11306
1685;7977;8276;11147
1686;7977;8291;12962
1687;7977;8299;11602
1688;7977;8303;12315
1689;7977;8269;10996
1690;7977;8239;11897
1691;7977;8266;11324
1692;7977;8288;11736
1693;7977;8266;11731
1694;7977;8297;11777
1695;7977;8287;12242
1696;7977;8236;10850
1697;7977;8247;10836
1698;7977;8251;11227
1699;7977;8251;11398
1700;7977;8277;11377
1701;7977;8230;11333
1702;7977;8218;11216
1703;7977;8253;12531
1704;7977;8243;11433
1705;7977;8251;11500
1706;7977;8263;12414
1707;7977;8262;11645
1708;7977;8261;11440
1709;7977;8252;10603
1710;7977;8261;12904
1711;7977;8285;11611
1712;7977;8296;12078
1713;7977;8275;11566
1714;7977;8306;12394
1715;7977;8270;11767
1716;7977;8235;10924
1717;7977;8218;10630
1718;7977;8217;12212
1719;7977;8236;11349
1720;7977;8253;12578
1721;7977;8274;11277
1722;7977;8258;11088
1723;7977;8255;10833
1724;7977;8230;10956
1725;7977;8240;10836
1726;7977;8238;12380
1727;7977;8264;11226
1728;7977;8283;13000
1729;7977;8255;11533
1730;7977;8279;12375
1731;7977;8257;11972
1732;7977;8270;11030
1733;7977;8271;11808
1734;7977;8255;11788
1735;7977;8278;11873
1736;7977;8276;11167
1737;7977;8241;11404
1738;7977;8234;11150
1739;7977;8291;10935
1740;7977;8299;12133
1741;7977;8314;12011
1742;7977;8273;12398
1743;7977;8242;12179
1744;7977;8249;11445
1745;7977;8244;11087
1746;7977;8237;11124
1747;7977;8274;11854
1748;7977;8261;11838
1749;7977;8277;12437
1750;7977;8249;10915
1751;7977;8236;11192
1752;7977;8243;10853
1753;7977;8245;11312
1754;7977;8228;12083
1755;7977;8218;10615
1756;7977;8278;11465
1757;7977;8239;11914
1758;7977;8229;10759
1759;7977;8238;10708
1760;7977;8247;11977
1761;7977;8278;12934
1762;7977;8258;11454
1763;7977;8277;10914
1764;7977;8266;12740
1765;7977;8262;12643
1766;7977;8242;11122
1767;7977;8213;10822
1768;7977;8278;11177
1769;7977;8282;12669
1770;7977;8265;11119
1771;7977;8264;11082
1772;7977;8295;12378
1773;7977;8253;10948
1774;7977;8296;11643
1775;7977;8262;11787
1776;7977;8247;11420
1777;7977;8254;11741
1778;7977;8230;11821
1779;7977;8268;11710
1780;7977;8283;12218
1781;7977;8252;12379
1782;7977;8220;10601
1783;7977;8243;10716
1784;7977;8264;11518
1785;7977;8293;12414
1786;7977;8261;11434
1787;7977;8234;11228
1788;7977;8255;11161
1789;7977;8271;11654
1790;7977;8240;12764
1791;7977;8253;11007
1792;7977;8261;12523
1793;7977;8227;10101
1794;7977;8247;10991
1795;7977;8288;11027
1796;7977;8295;12343
1797;7977;8249;11964
1798;7977;8290;11323
1799;7977;8253;11259
1800;7977;8254;12110
1801;7977;8270;11240
1802;7977;8280;11572
1803;7977;8277;10994
1804;7977;8258;10976
1805;7977;8254;11502
1806;7977;8224;12149
1807;7977;8248;11308
1808;7977;8279;12547
1809;7977;8259;12393
1810;7977;8281;11582
1811;7977;8268;11531
1812;7977;8292;11317
1813;7977;8291;11711
1814;7977;8294;12097
1815;7977;8243;11428
1816;7977;8260;12675
1817;7977;8241;10434
1818;7977;8271;11392
1819;7977;8224;10836
1820;7977;8237;11147
1821;7977;8243;11989
1822;7977;8217;11221
1823;7977;8259;11238
1824;7977;8249;10630
1825;7977;8252;10914
1826;7977;8224;10728
1827;7977;8215;12732
1828;7977;8243;12441
1829;7977;8275;11645
1830;7977;8300;11253
1831;7977;8270;11595
1832;7977;8246;11085
1833;7977;8238;12438
1834;7977;8242;10865
1835;7977;8242;11042
1836;7977;8221;10874
1837;7977;8232;11273
1838;7977;8261;12601
1839;7977;8233;11049
1840;7977;8264;11355
1841;7977;8240;13007
1842;7977;8259;12677
1843;7977;8243;11398
1844;7977;8257;12098
1845;7977;8270;11404
1846;7977;8256;12380
1847;7977;8238;11481
1848;7977;8228;10920
1849;7977;8264;11696
1850;7977;8235;11655
1851;7977;8240;11695
1852;7977;8231;11268
1853;7977;8253;11689
1854;7977;8269;11839
1855;7977;8249;12022
1856;7977;8271;12858
1857;7977;8261;11990
1858;7977;8268;11807
1859;7977;8251;12662
1860;7977;8216;10728
1861;7977;8263;12220
1862;7977;8261;12745
1863;7977;8263;11602
1864;7977;8266;11060
1865;7977;8228;10716
1866;7977;8224;11377
1867;7977;8216;11239
1868;7977;8254;11847
1869;7977;8276;12419
1870;7977;8271;11756
1871;7977;8243;11612
1872;7977;8312;12188
1873;7977;8324;12171
1874;7977;8261;11519
1875;7977;8232;10652
1876;7977;8239;10836
1877;7977;8245;11371
1878;7977;8241;11734
1879;7977;8266;12149
1880;7977;8220;10785
1881;7977;8236;11249
1882;7977;8277;12907
1883;7977;8255;11573
1884;7977;8270;11419
1885;7977;8271;11166
1886;7977;8283;12434
1887;7977;8262;12019
1888;7977;8260;11289
1889;7977;8256;11795
1890;7977;8223;12088
1891;7977;8230;11217
1892;7977;8268;12324
1893;7977;8286;12313
1894;7977;8259;11172
1895;7977;8263;11673
1896;7977;8299;12926
1897;7977;8308;12906
1898;7977;8302;11459
1899;7977;8316;10928
1900;7977;8290;11721
1901;7977;8282;11906
1902;7977;8251;11352
1903;7977;8252;12597
1904;7977;8226;11119
1905;7977;8224;10988
1906;7977;8237;11027
1907;7977;8214;10543
1908;7977;8226;10572
1909;7977;8256;12938
1910;7977;8256;12697
1911;7977;8255;12398
1912;7977;8263;11398
1913;7977;8270;13079
1914;7977;8264;13641
1915;7977;8255;11319
1916;7977;8260;12220
1917;7977;8259;12097
1918;7977;8289;11993
1919;7977;8267;12199
1920;7977;8253;11327
1921;7977;8252;12454
1922;7977;8220;10322
1923;7977;8233;10491
1924;7977;8241;11397
1925;7977;8243;11554
1926;7977;8245;12337
1927;7977;8246;11632
1928;7977;8272;11359
1929;7977;8216;10709
1930;7977;8209;12232
1931;7977;8235;11963
1932;7977;8240;11781
1933;7977;8278;11874
1934;7977;8229;11250
1935;7977;8232;11023
1936;7977;8263;12256
1937;7977;8259;10822
1938;7977;8238;11768
1939;7977;8250;10500
1940;7977;8247;11279
1941;7977;8225;10894
1942;7977;8223;11027
1943;7977;8262;10972
1944;7977;8238;11161
1945;7977;8255;13472
1946;7977;8226;10949
1947;7977;8245;11007
1948;7977;8268;11507
1949;7977;8270;11510
1950;7977;8246;11488
1951;7967;8273;11479
1952;7967;8311;10828
1953;7967;8325;11658
1954;7967;8325;10938
1955;7967;8368;11893
1956;7967;8368;11495
1957;7967;8336;12080
1958;7967;8341;13160
1959;7967;8355;12496
1960;7967;8335;11504
1961;7967;8327;11949
1962;7967;8247;11989
1963;7967;8227;11147
1964;7967;8216;11311
1965;7967;8165;10815
1966;7967;8165;10747
1967;7967;8189;11633
1968;7967;8184;11387
1969;7967;8159;11001
1970;7967;8164;11344
1971;7967;8196;11195
1972;7967;8205;12005
1973;7967;8154;10933
1974;7967;8210;12603
1975;7967;8229;11933
1976;7967;8200;11348
1977;7967;8196;12662
1978;7967;8202;11876
1979;7967;8165;11499
1980;7967;8168;11968
1981;7967;8146;11612
1982;7967;8152;12549
1983;7967;8160;10772
1984;7967;8179;11056
1985;7967;8185;11309
1986;7967;8167;11249
1987;7967;8219;11729
1988;7967;8201;11271
1989;7967;8200;10830
1990;7967;8196;12224
1991;7967;8140;10978
1992;7967;8218;11770
1993;7967;8172;10653
1994;7967;8163;10834
1995;7967;8153;11555
1996;7967;8163;11457
1997;7967;8197;12015
1998;7967;8164;12525
1999;7967;8170;11836
2000;7967;8170;10903
2001;7967;8225;11346
2002;7967;8182;11488
2003;7967;8190;12319
2004;7967;8224;11903
2005;7967;8225;10906
2006;7967;8194;11519
2007;7967;8174;11156
2008;7967;8153;10681
2009;7967;8180;11813
2010;7967;8163;11085
2011;7967;8173;11365
2012;7967;8169;10453
2013;7967;8196;11967
2014;7967;8165;10684
2015;7967;8179;11028
2016;7967;8197;11023
2017;7967;8225;13492
2018;7967;8190;11881
2019;7967;8153;12055
2020;7967;8174;11734
2021;7967;8161;11678
2022;7967;8176;11592
2023;7967;8168;11345
2024;7967;8183;10956
2025;7967;8158;11148
2026;7967;8162;11546
2027;7967;8189;13164
2028;7967;8216;11242
2029;7967;8234;11161
2030;7967;8221;11363
2031;7967;8226;10881
2032;7967;8205;11325
2033;7967;8221;11517
2034;7967;8168;10688
2035;7967;8176;11347
2036;7967;8197;10939
2037;7967;8143;11192
2038;7967;8168;10773
2039;7967;8179;12105
2040;7967;8203;12125
2041;7967;8189;11360
2042;7967;8193;11386
2043;7967;8196;11489
2044;7967;8201;11126
2045;7967;8200;12220
2046;7967;8170;11866
2047;7967;8150;11156
2048;7967;8165;12523
2049;7967;8154;11698
2050;7967;8139;11014
2051;7967;8147;11633
2052;7967;8147;10916
2053;7967;8164;11293
2054;7967;8169;10916
2055;7967;8167;10555
2056;7967;8175;13006
2057;7967;8210;12812
2058;7967;8186;12280
2059;7967;8213;11061
2060;7967;8190;12027
2061;7967;8191;12085
2062;7967;8192;11661
2063;7967;8203;11411
2064;7967;8196;11406
2065;7967;8193;11054
2066;7967;8206;13174
2067;7967;8166;10952
2068;7967;8168;11579
2069;7967;8188;14503
2070;7967;8160;12470
2071;7967;8157;12450
2072;7967;8177;12558
2073;7967;8172;10379
2074;7967;8181;11011
2075;7967;8183;10865
2076;7967;8233;12006
2077;7967;8189;12006
2078;7967;8173;11143
2079;7967;8162;11248
2080;7967;8179;11542
2081;7967;8166;12049
2082;7967;8162;10952
2083;7967;8193;11160
2084;7967;8221;12102
2085;7967;8196;11084
2086;7967;8228;12121
2087;7967;8155;10827
2088;7967;8165;10841
2089;7967;8164;11215
2090;7967;8162;11634
2091;7967;8158;10819
2092;7967;8153;11242
2093;7967;8160;10871
2094;7967;8172;11000
2095;7967;8173;11243
2096;7967;8180;12794
2097;7967;8187;10678
2098;7967;8178;10673
2099;7967;8165;10958
2100;7967;8199;12066
2101;7967;8194;10526
2102;7967;8168;11171
2103;7967;8143;11383
2104;7967;8135;10789
2105;7967;8150;11048
2106;7967;8189;11786
2107;7967;8174;12012
2108;7967;8225;12639
2109;7967;8200;10987
2110;7967;8231;11240
2111;7967;8200;11448
2112;7967;8186;11785
2113;7967;8162;11008
2114;7967;8165;12393
2115;7967;8176;11613
2116;7967;8151;11083
2117;7967;8193;11068
2118;7967;8212;11222
2119;7967;8222;12136
2120;7967;8186;12820
2121;7967;8168;11357
2122;7967;8224;12820
2123;7967;8186;12820
2124;7967;8161;10644
2125;7967;8189;12176
2126;7967;8180;11348
2127;7967;8176;11913
2128;7967;8174;11340
2129;7967;8180;11567
2130;7967;8207;11539
2131;7967;8209;11570
2132;7967;8206;10839
2133;7967;8245;11918
2134;7967;8236;11396
2135;7967;8188;11501
2136;7967;8183;12538
2137;7967;8154;11908
2138;7967;8207;12507
2139;7967;8205;11519
2140;7967;8196;11263
2141;7967;8163;11520
2142;7967;8156;11021
2143;7967;8213;11605
2144;7967;8179;12219
2145;7967;8177;11613
2146;7967;8191;11500
2147;7967;8201;11642
2148;7967;8188;11224
2149;7967;8198;12501
2150;7967;8183;11252
2151;7967;8184;11205
2152;7967;8200;10883
2153;7967;8212;12027
2154;7967;8201;11971
2155;7967;8197;11297
2156;7967;8212;12483
2157;7967;8206;11848
2158;7967;8192;11985
2159;7967;8204;10952
2160;7967;8180;11896
2161;7967;8167;10707
2162;7967;8167;11707
2163;7967;8172;11005
2164;7967;8168;11256
2165;7967;8221;11499
2166;7967;8192;11595
2167;7967;8199;11204
2168;7967;8197;11232
2169;7967;8177;10856
2170;7967;8201;12556
2171;7967;8186;11688
2172;7967;8166;11138
2173;7967;8218;11725
2174;7967;8190;10921
2175;7967;8189;11860
2176;7967;8193;11512
2177;7967;8197;11641
2178;7967;8175;13003
2179;7967;8177;10952
2180;7967;8180;11761
2181;7967;8163;10899
2182;7967;8191;12072
2183;7967;8250;12159
2184;7967;8204;11203
2185;7967;8188;10931
2186;7967;8227;12202
2187;7967;8201;11461
2188;7967;8192;11279
2189;7967;8207;12351
2190;7967;8213;11353
2191;7967;8204;13122
2192;7967;8180;11499
2193;7967;8182;10648
2194;7967;8195;11767
2195;7967;8187;11987
2196;7967;8152;10952
2197;7967;8170;11255
2198;7967;8174;10806
2199;7967;8204;13562
2200;7967;8156;12282
2201;7967;8167;10619
2202;7967;8159;11289
2203;7967;8159;11808
2204;7967;8180;11711
2205;7967;8196;11429
2206;7967;8158;10651
2207;7967;8199;11341
2208;7967;8198;13433
2209;7967;8158;10689
2210;7967;8186;11343
2211;7967;8241;11504
2212;7967;8198;11849
2213;7967;8163;11286
2214;7967;8169;12451
2215;7967;8191;11048
2216;7967;8204;12326
2217;7967;8223;11806
2218;7967;8168;11373
2219;7967;8162;11041
2220;7967;8186;11227
2221;7967;8179;11797
2222;7967;8219;12759
2223;7967;8182;11064
2224;7967;8174;10669
2225;7967;8199;11000
2226;7967;8167;13160
2227;7967;8196;11494
2228;7967;8198;11262
2229;7967;8160;11432
2230;7967;8177;11333
2231;7967;8204;11039
2232;7967;8178;11611
2233;7967;8173;10383
2234;7967;8189;11671
2235;7967;8164;10926
2236;7967;8200;10962
2237;7967;8174;10819
2238;7967;8152;13234
2239;7967;8160;14072
2240;7967;8159;13234
2241;7967;8124;10763
2242;7967;8188;13318
2243;7967;8178;11931
2244;7967;8161;11825
2245;7967;8163;12240
2246;7967;8159;11513
2247;7967;8182;11388
2248;7967;8232;11326
2249;7967;8201;11168
2250;7967;8204;11321
2251;7967;8218;12627
2252;7967;8229;12047
2253;7967;8181;11929
2254;7967;8201;11307
2255;7967;8209;11156
2256;7967;8192;11883
2257;7967;8161;10916
2258;7967;8197;10952
2259;7967;8176;10974
2260;7967;8203;11259
2261;7967;8169;11576
2262;7967;8185;11435
2263;7967;8176;11411
2264;7967;8232;13991
2265;7967;8232;11614
2266;7967;8257;12879
2267;7967;8192;10931
2268;7967;8199;11800
2269;7967;8202;11853
2270;7967;8239;11700
2271;7967;8202;12026
2272;7967;8194;11059
2273;7967;8190;11026
2274;7967;8194;11606
2275;7967;8226;12502
2276;7967;8193;12087
2277;7967;8184;11143
2278;7967;8156;11341
2279;7967;8160;11086
2280;7967;8167;11630
2281;7967;8191;11967
2282;7967;8168;10996
2283;7967;8152;10436
2284;7967;8164;12039
2285;7967;8163;11605
2286;7967;8208;12961
2287;7967;8169;10761
2288;7967;8167;11078
2289;7967;8176;11536
2290;7967;8190;11544
2291;7967;8169;12449
2292;7967;8166;14037
2293;7967;8186;11568
2294;7967;8186;12147
2295;7967;8251;11975
2296;7967;8240;11593
2297;7967;8174;11477
2298;7967;8194;12652
2299;7967;8196;11625
2300;7967;8191;11580
2301;7967;8234;12977
2302;7967;8179;11645
2303;7967;8196;11506
2304;7967;8182;11102
2305;7967;8173;11432
2306;7967;8197;11876
2307;7967;8223;11846
2308;7967;8213;11360
2309;7967;8232;12743
2310;7967;8178;11497
2311;7967;8205;12958
2312;7967;8175;11233
2313;7967;8173;10911
2314;7967;8194;11713
2315;7967;8170;12574
2316;7967;8220;10952
2317;7967;8175;11833
2318;7967;8183;10537
2319;7967;8206;11820
2320;7967;8164;10896
2321;7967;8141;12542
2322;7967;8170;11212
2323;7967;8184;12010
2324;7967;8193;11339
2325;7967;8173;11359
2326;7967;8217;12106
2327;7967;8200;13254
2328;7967;8193;12023
2329;7967;8184;11781
2330;7967;8155;10880
2331;7967;8178;11290
2332;7967;8156;10621
2333;7967;8197;12220
2334;7967;8196;13077
2335;7967;8214;11526
2336;7967;8222;12274
2337;7967;8200;13828
2338;7967;8193;10687
2339;7967;8184;11923
2340;7967;8162;12173
2341;7967;8170;11428
2342;7967;8188;11926
2343;7967;8182;11520
2344;7967;8153;11381
2345;7967;8181;10980
2346;7967;8209;12155
2347;7967;8212;11618
2348;7967;8178;12087
2349;7967;8176;11079
2350;7967;8176;11799
2351;7967;8191;12423
2352;7967;8222;12121
2353;7967;8226;11396
2354;7967;8234;12349
2355;7967;8192;12635
2356;7967;8154;10916
2357;7967;8176;12068
2358;7967;8169;11062
2359;7967;8173;12331
2360;7967;8187;12026
2361;7967;8140;10643
2362;7967;8153;10950
2363;7967;8175;11500
2364;7967;8180;12460
2365;7967;8176;11625
2366;7967;8188;11799
2367;7967;8183;11505
2368;7967;8231;11684
2369;7967;8269;12180
2370;7967;8211;12915
2371;7967;8155;11138
2372;7967;8194;12018
2373;7967;8203;11783
2374;7967;8186;11291
2375;7967;8203;11254
2376;7967;8187;12651
2377;7967;8185;10924
2378;7967;8185;11707
2379;7967;8186;10940
2380;7967;8197;13362
2381;7967;8171;11219
2382;7967;8190;10806
2383;7967;8179;11931
2384;7967;8180;11150
2385;7967;8181;12389
2386;7967;8147;11454
2387;7967;8180;11666
2388;7967;8198;12518
2389;7967;8194;12222
2390;7967;8146;11260
2391;7967;8146;11646
2392;7967;8169;10839
2393;7967;8193;12436
2394;7967;8201;11849
2395;7967;8199;12341
2396;7967;8209;12623
2397;7967;8160;10519
2398;7967;8161;11391
2399;7967;8204;12391
2400;7967;8198;11272
2401;7967;8158;10976
2402;7967;8169;11356
2403;7967;8189;11313
2404;7967;8217;12132
2405;7967;8205;11120
2406;7967;8187;11030
2407;7967;8199;10773
2408;7967;8186;10891
2409;7967;8186;11475
2410;7967;8161;11721
