0;24005;28229;32960
1;22523;26994;31243
2;22026;26071;30319
3;21232;25234;28699
4;20649;24474;29270
5;20649;23866;28221
6;19325;23223;27786
7;19363;22713;28029
8;19363;22180;27193
9;18609;21721;25910
10;18573;21282;25740
11;18338;20934;26258
12;17830;20620;25936
13;17474;20285;26090
14;17317;19921;25711
15;16378;19526;24566
16;16015;19163;23626
17;16378;19103;23420
18;16161;18903;24958
19;15834;18675;25906
20;15271;18262;22932
21;15075;17877;22542
22;15010;17621;22183
23;14908;17314;21321
24;14584;16944;20561
25;14205;16641;21936
26;13779;16432;21094
27;13675;16134;21383
28;13708;15911;20991
29;13433;15739;21680
30;13230;15370;22682
31;13230;15082;20384
32;12827;14649;18969
33;12701;14426;18039
34;12591;14282;17688
35;12298;14095;18492
36;12157;13866;18369
37;12029;13683;17316
38;12029;13646;17629
39;11953;13531;17737
40;11824;13483;20615
41;11735;13281;20457
42;11653;13053;19900
43;11522;13037;21192
44;11484;12837;21565
45;11382;12708;21567
46;11340;12541;19473
47;11317;12459;21850
48;11304;12384;16473
49;11285;12278;17815
50;11187;12215;17065
51;11093;12112;16193
52;10995;12030;16284
53;10993;12069;17025
54;10872;11913;15715
55;10875;11758;16076
56;10806;11642;15291
57;10701;11497;15579
58;10624;11374;15405
59;10496;11363;15759
60;10461;11209;18725
61;10433;11148;18737
62;10433;11090;14696
63;10348;11029;14886
64;10341;10987;14882
65;10274;10973;15649
66;10142;10933;15521
67;10124;10854;15868
68;10100;10881;16275
69;10098;10811;18299
70;9983;10617;16806
71;9933;10599;14742
72;9905;10546;16942
73;9876;10481;16121
74;9807;10535;15757
75;9768;10464;16402
76;9735;10349;14839
77;9733;10179;15678
78;9733;10175;14511
79;9710;10189;14610
80;9497;10166;16184
81;9366;10153;16866
82;9366;10117;16948
83;9366;10017;14300
84;9366;10018;15389
85;9366;10007;14208
86;9366;10140;15031
87;9366;10040;15562
88;9366;10169;16364
89;9366;10215;17303
90;9329;10520;18776
91;9357;10709;18695
92;9196;11080;20894
93;9196;11156;22191
94;9038;11033;23292
95;9038;10183;23400
96;9015;9582;23274
97;8978;9587;14373
98;8955;9430;13168
99;8955;9399;14580
100;8922;9432;14171
101;8784;9256;13114
102;8784;9282;14513
103;8784;9443;13754
104;8784;9323;14964
105;8784;9156;13896
106;8769;9146;13234
107;8747;9266;13749
108;8747;9375;15963
109;8744;9316;16282
110;8718;9264;14526
111;8718;9323;16443
112;8716;9138;16408
113;8731;9105;13971
114;8731;9005;13574
115;8731;9010;14029
116;8731;8981;12649
117;8731;8884;12400
118;8731;8900;11972
119;8731;8887;13385
120;8731;8898;13390
121;8672;8873;11797
122;8672;8859;12558
123;8672;8865;11644
124;8672;8861;12243
125;8672;8915;13141
126;8672;8943;12427
127;8672;9044;12576
128;8672;9231;16654
129;8672;9343;14776
130;8672;9387;15151
131;8672;9436;17712
132;8672;9846;18218
133;8672;10270;20292
134;8672;10830;22865
135;8672;11471;22871
136;8672;11998;25476
137;8672;13283;27478
138;8672;14161;29700
139;8672;13699;28733
140;8672;15027;29804
141;8672;14949;30414
142;8672;15466;31967
143;8500;14808;31254
144;8500;16439;31069
145;8500;16761;31197
146;8500;16146;31122
147;8500;17366;32333
148;8500;17044;33301
149;8500;16708;34103
150;8460;15799;32931
151;8460;15429;33677
152;8460;15810;32741
153;8460;14559;31086
154;8460;15241;31956
155;8460;15694;33608
156;8460;15472;32879
157;8460;15903;32446
158;8460;16314;31143
159;8460;16264;31776
160;8460;16421;32402
161;8460;16510;31398
162;8460;16539;31283
163;8460;18113;33018
164;8460;17219;32308
165;8460;17065;31540
166;8460;17488;32046
167;8460;17473;31566
168;8460;18097;31155
169;8460;18790;31801
170;8460;19421;31521
171;8460;19087;31721
172;8460;18526;32470
173;8460;19781;33571
174;8460;19866;33411
175;8460;19170;32799
176;8460;18396;31708
177;8460;17953;31011
178;8460;17593;30762
179;8460;18048;30684
180;8460;19014;31630
181;8460;19424;31528
182;8460;19561;31827
183;8460;20202;31961
184;8460;19675;31123
185;8460;20634;31011
186;8460;21267;33226
187;8460;21591;32710
188;8460;21423;30974
189;8460;21402;31853
190;8460;22216;31869
191;8460;20551;31390
192;8460;19787;28709
193;8460;20286;31304
194;8460;20567;31988
195;8460;20082;31491
196;8460;19906;31186
197;8460;20365;30630
198;8460;19321;29378
199;8460;19003;30227
200;8460;20174;31217
201;8460;19708;30452
202;8460;20652;31664
203;8460;21016;31728
204;8460;20730;31913
205;8460;20214;31620
206;8460;19688;30617
207;8460;20386;31179
208;8460;21430;31603
209;8460;21594;32269
210;8460;21701;32224
211;8460;19867;30914
212;8460;21755;33646
213;8460;21347;32459
214;8460;22483;32645
215;8460;22708;33619
216;8460;21986;32702
217;8460;22166;31552
218;8460;21963;32698
219;8460;21917;32844
220;8460;21709;33878
221;8460;21699;32926
222;8460;20826;30858
223;8460;20524;32096
224;8460;20671;31107
225;8460;20093;31492
226;8460;20429;30666
227;8460;19709;32273
228;8460;20479;31701
229;8460;20132;30605
230;8460;20174;30843
231;8460;21278;31739
232;8460;21843;31279
233;8460;22750;33111
234;8460;22239;33056
235;8460;21931;31971
236;8460;21541;32222
237;8460;22835;32448
238;8460;22417;32323
239;8460;22647;31731
240;8460;21904;31891
241;8460;22533;31347
242;8460;22057;31223
243;8460;21547;32103
244;8460;21281;30277
245;8460;21862;31238
246;8460;22057;32620
247;8460;22889;33370
248;8460;22486;33607
249;8460;22190;33520
250;8460;22279;31862
251;8460;21941;31830
252;8460;22702;32471
253;8460;22961;32598
254;8460;22758;31667
255;8460;23353;33038
256;8460;22085;32016
257;8460;22966;32870
258;8460;22009;31131
259;8460;23280;32016
260;8460;22864;32416
261;8460;22066;30827
262;8460;22155;31526
263;8460;23116;31934
264;8460;22095;30787
265;8460;22172;32696
266;8460;21855;33173
267;8460;22406;32908
268;8460;22576;32152
269;8460;21563;32026
270;8460;21529;31797
271;8460;21207;32461
272;8460;22423;32477
273;8460;21684;33017
274;8460;21572;32353
275;8460;21692;31514
276;8460;22493;32522
277;8460;20384;31335
278;8460;20135;28268
279;8460;19664;28540
280;8460;19539;28547
281;8460;20056;29675
282;8460;20162;29805
283;8460;20931;29796
284;8460;20142;29987
285;8460;20432;30141
286;8460;20627;30341
287;8460;20722;31366
288;8460;21322;32203
289;8460;21321;31834
290;8460;20990;31606
291;8460;20705;29642
292;8460;20263;30288
293;8460;21051;30659
294;8460;21744;31032
295;8460;21931;32950
296;8460;22362;33581
297;8460;22020;32424
298;8460;21824;31991
299;8460;21210;30988
300;8460;21718;32156
301;8460;21996;33164
302;8460;21046;32467
303;8460;20963;32448
304;8460;20637;31720
305;8460;20383;30892
306;8460;20087;30893
307;8460;19497;30775
308;8460;20082;31919
309;8460;21327;33075
310;8460;21577;33488
311;8460;20921;34293
312;8460;19630;33207
313;8460;19220;32371
314;8460;18388;30553
315;8460;19001;30284
316;8460;18941;30750
317;8460;19032;30256
318;8460;18996;29627
319;8460;19150;29866
320;8460;20180;30315
321;8460;20270;30911
322;8460;20969;31986
323;8460;20435;31792
324;8460;20669;33431
325;8460;20906;32040
326;8460;21792;32074
327;8460;21168;32548
328;8460;22411;33920
329;8460;22272;35024
330;8460;21195;32688
331;8460;20705;31371
332;8460;20846;31226
333;8460;20020;32527
334;8460;20961;32607
335;8460;20816;32908
336;8460;21422;32125
337;8460;20379;30936
338;8460;20348;31304
339;8460;19982;32212
340;8460;19826;32198
341;8460;19761;33428
342;8460;19471;30772
343;8460;18921;31237
344;8460;19684;31779
345;8460;19228;32086
346;8460;20731;32292
347;8460;20289;31915
348;8460;19331;30831
349;8460;19106;30766
350;8460;19970;30543
351;8460;19667;30387
352;8460;19229;30837
353;8460;19450;30178
354;8460;19994;30370
355;8460;21143;32072
356;8460;21797;32402
357;8460;21061;32721
358;8460;21465;31681
359;8460;20530;31214
360;8460;19668;29237
361;8460;20188;31705
362;8460;19987;32622
363;8460;20154;30462
364;8460;20344;31403
365;8460;20540;32486
366;8460;19888;30208
367;8460;18839;29959
368;8460;18072;28076
369;8460;18528;28881
370;8460;19579;30029
371;8460;19794;31529
372;8460;20224;30729
373;8460;19708;29746
374;8460;20469;32619
375;8460;19921;31355
376;8460;19892;32373
377;8460;20665;31860
378;8460;20374;30875
379;8460;19863;30482
380;8460;20986;31533
381;8460;21056;32579
382;8460;22915;33277
383;8460;22076;33249
384;8460;21367;31446
385;8460;21650;31399
386;8460;20673;31134
387;8460;20139;30463
388;8460;20855;31524
389;8460;20786;33131
390;8460;20562;33451
391;8460;20256;33005
392;8460;20389;32584
393;8460;20688;31606
394;8460;19903;30367
395;8460;19841;30012
396;8460;19808;29901
397;8460;20574;30827
398;8460;20731;30785
399;8460;20426;30952
400;8460;20639;31401
401;8460;21008;32700
402;8460;21013;32617
403;8460;20874;32901
404;8460;20024;31903
405;8460;20641;32288
406;8460;21667;33307
407;8460;22549;33256
408;8460;21753;33108
409;8460;20559;31068
410;8460;20693;31804
411;8460;20493;30049
412;8460;21775;32989
413;8460;22344;33689
414;8460;22523;33359
415;8460;21643;33300
416;8460;22430;33778
417;8460;21315;32809
418;8460;21740;31086
419;8460;22155;31287
420;8460;21928;31402
421;8460;21566;31133
422;8460;22157;32123
423;8460;21056;31065
424;8460;21659;32032
425;8460;22147;32328
426;8460;21553;31303
427;8460;21483;30970
428;8460;21902;31431
429;8460;21459;30968
430;8460;21955;31938
431;8460;21945;32552
432;8460;21507;32152
433;8460;22345;33228
434;8460;22837;34210
435;8460;22057;32281
436;8460;22958;33643
437;8460;21575;32912
438;8460;21336;30210
439;8460;22188;32700
440;8460;22769;32960
441;8460;22545;33155
442;8460;22313;31749
443;8460;22383;33005
444;8460;20561;31670
445;8460;21567;32783
446;8460;21663;30996
447;8460;21777;30133
448;8460;23031;31730
449;8460;21917;32151
450;8460;22222;33853
451;8460;21681;33147
452;8460;21483;32887
453;8460;21189;31093
454;8460;21079;31505
455;8460;21940;31148
456;8460;21340;30308
457;8460;21153;30196
458;8460;21665;30147
459;8460;21624;30554
460;8460;20860;29710
461;8460;21429;31658
462;8460;21827;30867
463;8460;21511;31886
464;8460;22824;32548
465;8460;22117;32186
466;8460;22727;32992
467;8460;22501;32385
468;8460;22880;33551
469;8460;22240;32368
470;8460;22046;32258
471;8460;21300;31338
472;8460;21530;32777
473;8460;21983;32074
474;8460;21276;31273
475;8460;21589;31021
476;8460;21963;30927
477;8460;21985;32000
478;8460;22236;32414
479;8460;22580;32424
480;8460;23677;33553
481;8460;23085;33630
482;8460;23194;33555
483;8460;22557;33145
484;8460;22814;32896
485;8460;23077;33352
486;8460;22793;33081
487;8460;22788;32136
488;8460;23081;33354
489;8460;23060;32892
490;8460;21563;30373
491;8460;21770;31238
492;8460;23068;32323
493;8460;21908;33544
494;8460;21654;31894
495;8460;21779;32041
496;8460;22109;32262
497;8460;21858;32376
498;8460;21910;31882
499;8460;21717;32884
500;8460;22008;32650
501;8460;22003;32282
502;8460;21521;32676
503;8460;20787;33023
